partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels,total_pixels,quantized_pixels,quantized_ratio,size_repaired,repair_method,image_sha256,mask_pixels_sha256,group_id
train_val,d_r_165_,data/suim_processed/images/train_val/d_r_165_.jpg,data/suim_processed/masks/train_val/d_r_165_.png,640,480,640,480,0,0|1|5|6,bit_threshold,0,307200,0,0.0,False,none,9782e8dd37c67a691732f63f76ade562c1dd4b910c4e8a698ee367f90c0ca6ae,af06c5b24a2e89b9939bab715d288b69b63d38d01fa0e16aca21afec78c31eae,sha256:9782e8dd37c67a691732f63f76ade562c1dd4b910c4e8a698ee367f90c0ca6ae
train_val,d_r_169_,data/suim_processed/images/train_val/d_r_169_.jpg,data/suim_processed/masks/train_val/d_r_169_.png,640,480,640,480,0,0|1|7,bit_threshold,0,307200,0,0.0,False,none,89a1072776631021f6afd03b44cf45d4462387f403c38325490313005db8d22f,98298fe5cf2d646f3fe27e030270f806f0761fc710e9541d5701798d099252a6,sha256:89a1072776631021f6afd03b44cf45d4462387f403c38325490313005db8d22f
train_val,d_r_171_,data/suim_processed/images/train_val/d_r_171_.jpg,data/suim_processed/masks/train_val/d_r_171_.png,1280,720,1280,720,0,0|1|6|7,bit_threshold,0,921600,0,0.0,False,none,3e76f4d95a3a8aedd70fa7711144aca632df54f1a42d259cb8a45e87086a6241,66881fe72ed6c1c0c89466dd4a947c600ba95c4df10f679acb09a6afeee82e24,sha256:3e76f4d95a3a8aedd70fa7711144aca632df54f1a42d259cb8a45e87086a6241
train_val,d_r_185_,data/suim_processed/images/train_val/d_r_185_.jpg,data/suim_processed/masks/train_val/d_r_185_.png,640,480,640,480,0,1|5|7,bit_threshold,0,307200,0,0.0,False,none,ec14e713ca9cf05c700b26293665825a236418cb6cab9d67b96520cbc02a761f,f6510c39ce48c6552d55094ebfe7d1643763867ad636213bea60d7e00d4dc280,sha256:ec14e713ca9cf05c700b26293665825a236418cb6cab9d67b96520cbc02a761f
train_val,d_r_18_,data/suim_processed/images/train_val/d_r_18_.jpg,data/suim_processed/masks/train_val/d_r_18_.png,1280,720,1280,720,0,0|1|3,bit_threshold,0,921600,0,0.0,False,none,c319103e2aacc266736c71c0c0a2ea8c9a49039eb88f305eb6f72114291ec08e,913736f02072a71d465ba6588a91591637cec4842e9ac9dd242efad563a3f6fd,sha256:c319103e2aacc266736c71c0c0a2ea8c9a49039eb88f305eb6f72114291ec08e
train_val,d_r_198_,data/suim_processed/images/train_val/d_r_198_.jpg,data/suim_processed/masks/train_val/d_r_198_.png,1906,1080,1906,1080,0,0|1|4|5,bit_threshold,0,2058480,0,0.0,False,none,c631803469ad1a71e4d731eda1b40592c924ea0961d22fe2242ad6ba71ffff3c,d7c3d3cf650292b7bb36cbaf9f4a582d686d7ebdb7e8864b9c011d5e9cbfdbf7,sha256:c631803469ad1a71e4d731eda1b40592c924ea0961d22fe2242ad6ba71ffff3c
train_val,d_r_1_,data/suim_processed/images/train_val/d_r_1_.jpg,data/suim_processed/masks/train_val/d_r_1_.png,584,480,584,480,0,4|5|7,bit_threshold,0,280320,0,0.0,False,none,25502232141adfd50d673797be93dbe9aab3f9c2c18b85fdc26d4c9b526d55b2,a0cc0c8b303da9c92fedabf2f8228026de1878dfee162f1691992c686f2b7082,sha256:25502232141adfd50d673797be93dbe9aab3f9c2c18b85fdc26d4c9b526d55b2
train_val,d_r_204_,data/suim_processed/images/train_val/d_r_204_.jpg,data/suim_processed/masks/train_val/d_r_204_.png,640,480,640,480,0,0|1|5|7,bit_threshold,0,307200,0,0.0,False,none,06d3220221b8f209444197fda353b5082fd70a4c35ac59bef6e3cf9ce0f8f628,7b316ff9dacd3b2c1686b53db6e009efd5bea99b1017e5d1561e1ebf2d06304d,sha256:06d3220221b8f209444197fda353b5082fd70a4c35ac59bef6e3cf9ce0f8f628
train_val,d_r_20_,data/suim_processed/images/train_val/d_r_20_.jpg,data/suim_processed/masks/train_val/d_r_20_.png,1280,720,1280,720,0,0|1|4|5,bit_threshold,251072,921600,251072,0.2724305555555555,False,none,090c2862196b5c4b343aa2553a5058c681782438cfaaec2247ce24be49ed8b14,67a647b77d6863b489678e16df5f56a63d2fb5a29222d3016fec0431f402ae20,sha256:090c2862196b5c4b343aa2553a5058c681782438cfaaec2247ce24be49ed8b14
train_val,d_r_211_,data/suim_processed/images/train_val/d_r_211_.jpg,data/suim_processed/masks/train_val/d_r_211_.png,584,480,584,480,0,0|4|5,bit_threshold,0,280320,0,0.0,False,none,f75756ca1f84fb791eb416f839205efe89bf61bb789c2b90fc20572de03aa4cd,fc509a7703418b9de948fe434a3ad1b6c0ef800ddd9ba4827e4a5a38fc940b27,sha256:f75756ca1f84fb791eb416f839205efe89bf61bb789c2b90fc20572de03aa4cd
train_val,d_r_215_,data/suim_processed/images/train_val/d_r_215_.jpg,data/suim_processed/masks/train_val/d_r_215_.png,1280,720,1280,720,0,0|2|4,bit_threshold,0,921600,0,0.0,False,none,b238f7917dd36429930466164b8b0924c37b07d5ea6e8ba567c761bc25ede331,683affb00c19683cfb6163d0a56f7bdf312885d7f4c3a7161da211ff4c3879d5,sha256:b238f7917dd36429930466164b8b0924c37b07d5ea6e8ba567c761bc25ede331
train_val,d_r_217_,data/suim_processed/images/train_val/d_r_217_.jpg,data/suim_processed/masks/train_val/d_r_217_.png,1280,720,1280,720,0,0|1|6,bit_threshold,0,921600,0,0.0,False,none,e098f4d5cb5aa6bee1196cd633e02d3bc1834592265c7a74ae0784b2a55b4569,548dc6374dc18c14518c291a1c869cceddbba085cf8b973f83e166d06730d9ba,sha256:e098f4d5cb5aa6bee1196cd633e02d3bc1834592265c7a74ae0784b2a55b4569
train_val,d_r_223_,data/suim_processed/images/train_val/d_r_223_.jpg,data/suim_processed/masks/train_val/d_r_223_.png,1906,1080,1906,1080,0,4|5|7,bit_threshold,0,2058480,0,0.0,False,none,bef07ddb50a93dc2e76662fb95e6b1f4ebfd88ff08aa3b5a42ef8f962fdf2ffd,b942f7232cc01c20bf080d28218ac1954caf7d8f4f4bf40c0acd4fcb1e13039b,sha256:bef07ddb50a93dc2e76662fb95e6b1f4ebfd88ff08aa3b5a42ef8f962fdf2ffd
train_val,d_r_22_,data/suim_processed/images/train_val/d_r_22_.jpg,data/suim_processed/masks/train_val/d_r_22_.png,1280,720,1280,720,0,0|1|6|7,bit_threshold,0,921600,0,0.0,False,none,cf0f730f0d63a316e25c6e212ea956273e53c9f6feddf2426105ba31165419a1,e8c980f2011fa230fe3fe734ce9592d7d2c1543b47f09b0d38e4020f1aa75267,sha256:cf0f730f0d63a316e25c6e212ea956273e53c9f6feddf2426105ba31165419a1
train_val,d_r_247_,data/suim_processed/images/train_val/d_r_247_.jpg,data/suim_processed/masks/train_val/d_r_247_.png,640,480,640,480,0,0|1|7,bit_threshold,0,307200,0,0.0,False,none,d425bce006b1f0cbcbded6e7ab75494c692a3972caf06b9e0ecb1780187a3561,71df343bf2b2e861cf26aff1b511cbcc0021582a3ab58bd371f4aa5748c50828,sha256:d425bce006b1f0cbcbded6e7ab75494c692a3972caf06b9e0ecb1780187a3561
train_val,d_r_249_,data/suim_processed/images/train_val/d_r_249_.jpg,data/suim_processed/masks/train_val/d_r_249_.png,1280,960,1280,960,0,0|1|6|7,bit_threshold,0,1228800,0,0.0,False,none,11482da132b0cf3e96f6dab3e4ad9e785c292a6507aa21eefced69817f33aac3,f6abadc96dedfed1f70cbde77996ed80fc8ee84524086d1072e2ee89cfc5c0ba,sha256:11482da132b0cf3e96f6dab3e4ad9e785c292a6507aa21eefced69817f33aac3
train_val,d_r_253_,data/suim_processed/images/train_val/d_r_253_.jpg,data/suim_processed/masks/train_val/d_r_253_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,4ed5973a13a8eb248eb81102666568b4e567cdbeaaf40b359a4591f96150f7ec,afea2206d1fbb8126dcb101ca55b4912df6173f98f126c0e699f8f8f4e29dc3a,sha256:4ed5973a13a8eb248eb81102666568b4e567cdbeaaf40b359a4591f96150f7ec
train_val,d_r_256_,data/suim_processed/images/train_val/d_r_256_.jpg,data/suim_processed/masks/train_val/d_r_256_.png,1906,1080,1906,1080,0,0|2|4|5,bit_threshold,0,2058480,0,0.0,False,none,eb1b19b2a01f0acc43efe9c3bf328d08d73750696a320eae7efde6047c968443,86443556d6b891b71873722628488e5a3ad8d01891dd101964d6c8eeb858207c,sha256:eb1b19b2a01f0acc43efe9c3bf328d08d73750696a320eae7efde6047c968443
train_val,d_r_258_,data/suim_processed/images/train_val/d_r_258_.jpg,data/suim_processed/masks/train_val/d_r_258_.png,1280,720,1280,720,0,0|1|6|7,bit_threshold,0,921600,0,0.0,False,none,adff84e8644bc7a6684e0846a2aa36763a7ca9ad1049b94c25abfff76c734fa9,487a3a7083acb2e6c269fc09c0c34c5655425b4043e2500cbedd7b1c04483d4b,sha256:adff84e8644bc7a6684e0846a2aa36763a7ca9ad1049b94c25abfff76c734fa9
train_val,d_r_266_,data/suim_processed/images/train_val/d_r_266_.jpg,data/suim_processed/masks/train_val/d_r_266_.png,640,480,640,480,0,0|1|4|5,bit_threshold,0,307200,0,0.0,False,none,9e8b047bd8d1af0658aee01e429089a7bbeca42c3d9d19ab5ae9e0b3511a2502,053e2182f761f4cd56a10ae8fd72ce767fc2e949b9fe8108139dcc193fc3a9a2,sha256:9e8b047bd8d1af0658aee01e429089a7bbeca42c3d9d19ab5ae9e0b3511a2502
train_val,d_r_268_,data/suim_processed/images/train_val/d_r_268_.jpg,data/suim_processed/masks/train_val/d_r_268_.png,640,480,640,480,0,1|7,bit_threshold,0,307200,0,0.0,False,none,e4a911ef838ff59ff6dbbafbe71d52a5f797497b60f2e8f28ff908f59dfdbaec,784d7fffd9186b91d0f19f01d30c60c3f7b0af6fbb2ecb7a441d883ae26cdeeb,sha256:e4a911ef838ff59ff6dbbafbe71d52a5f797497b60f2e8f28ff908f59dfdbaec
train_val,d_r_26_,data/suim_processed/images/train_val/d_r_26_.jpg,data/suim_processed/masks/train_val/d_r_26_.png,800,600,800,600,0,0|1,bit_threshold,0,480000,0,0.0,False,none,b25ac451cddc883e02aed52a2cc96d5059f454304d88833d0ecd15f5ad7e17fb,bf2e89103b8b05b2e24c75c2bbc76eef0dc472f98f60be945a31f934ad8dffad,sha256:b25ac451cddc883e02aed52a2cc96d5059f454304d88833d0ecd15f5ad7e17fb
train_val,d_r_270_,data/suim_processed/images/train_val/d_r_270_.jpg,data/suim_processed/masks/train_val/d_r_270_.png,640,480,640,480,0,0|1|5,bit_threshold,205513,307200,205513,0.6689876302083333,False,none,b709e31f865f21107227de46efe338309b6211631f69491e63c91def41fe6353,b110129893a16f49c77e63ad95fb4b83de88417a0178644a82f9775e72d220f2,sha256:b709e31f865f21107227de46efe338309b6211631f69491e63c91def41fe6353
train_val,d_r_274_,data/suim_processed/images/train_val/d_r_274_.jpg,data/suim_processed/masks/train_val/d_r_274_.png,1280,720,1280,720,0,0|1|5,bit_threshold,0,921600,0,0.0,False,none,705f20f1673bd4e69275a264382ca26d4e4c3052a8b81082906df3e3c4a31dd6,678518e5f595663d03059ee75dad6f40fc6c907d46699bb042da2cc13d672a19,sha256:705f20f1673bd4e69275a264382ca26d4e4c3052a8b81082906df3e3c4a31dd6
train_val,d_r_275_,data/suim_processed/images/train_val/d_r_275_.jpg,data/suim_processed/masks/train_val/d_r_275_.png,416,416,416,416,0,0|1|5|7,bit_threshold,0,173056,0,0.0,False,none,04a20002545b5499ce5ab93766e66cd4e5b403a33f18f1d42245677ba62ed819,81d2ecaad0d2a2dd0d4efc9ebdecbdad6fd26de5cf1625da0816de0252e4a212,sha256:04a20002545b5499ce5ab93766e66cd4e5b403a33f18f1d42245677ba62ed819
train_val,d_r_288_,data/suim_processed/images/train_val/d_r_288_.jpg,data/suim_processed/masks/train_val/d_r_288_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,380725be1f0dc1f28ff6c3a218b142f51073ab180123413049f9b206c0842657,36b20185f83f26b7c8f61409c8db77f752e9ad937d6c05357c83324306363ffe,sha256:380725be1f0dc1f28ff6c3a218b142f51073ab180123413049f9b206c0842657
train_val,d_r_297_,data/suim_processed/images/train_val/d_r_297_.jpg,data/suim_processed/masks/train_val/d_r_297_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,2e473657bc9fc3d111532f832dc308048ea12f780ed015539c64b7a0dec745cb,5ae5d5a5f72dd31014c518788462768281b968b8c7678f7cd33b41d0e65f5032,sha256:2e473657bc9fc3d111532f832dc308048ea12f780ed015539c64b7a0dec745cb
train_val,d_r_298_,data/suim_processed/images/train_val/d_r_298_.jpg,data/suim_processed/masks/train_val/d_r_298_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,54c8c3700352baa48fd11d18a008717373f267d3b49db6cb50f9371843ee28e2,78dfadb965037b94e780a903e21ae183a414b6fdcb485738b3b3773852e68e1c,sha256:54c8c3700352baa48fd11d18a008717373f267d3b49db6cb50f9371843ee28e2
train_val,d_r_299_,data/suim_processed/images/train_val/d_r_299_.jpg,data/suim_processed/masks/train_val/d_r_299_.png,960,540,960,540,0,0|1|4,bit_threshold,0,518400,0,0.0,False,none,f8853a6f2e301be8f3ef7246b83770602162203528354516ca3636bb0392478d,b7a1585fafc407717c06e5d5d7e6a01dc06e7b7ad292f655fe5c042d6c840012,sha256:f8853a6f2e301be8f3ef7246b83770602162203528354516ca3636bb0392478d
train_val,d_r_29_,data/suim_processed/images/train_val/d_r_29_.jpg,data/suim_processed/masks/train_val/d_r_29_.png,800,600,800,600,0,0|1,bit_threshold,0,480000,0,0.0,False,none,f60d178e9a215301341324a55c94e694ea8ecae34b623ff5d7a10836de11e21e,56fcc88df9f0b650981a5911b09ff09dae064b83997d1a302ef9c2253e5291dc,sha256:f60d178e9a215301341324a55c94e694ea8ecae34b623ff5d7a10836de11e21e
train_val,d_r_301_,data/suim_processed/images/train_val/d_r_301_.jpg,data/suim_processed/masks/train_val/d_r_301_.png,1280,720,1280,720,0,0|1|4|5,bit_threshold,227738,921600,227738,0.2471115451388889,False,none,8873a089e61265f0db295b66b407cb5917cf646e982f0f31ca978bb0eb607397,fadfe41b7816710cdd05425e783214bc15874b041d39633a8922d01c91d31c7c,sha256:8873a089e61265f0db295b66b407cb5917cf646e982f0f31ca978bb0eb607397
train_val,d_r_303_,data/suim_processed/images/train_val/d_r_303_.jpg,data/suim_processed/masks/train_val/d_r_303_.png,1280,720,1280,720,0,0|1|6|7,bit_threshold,0,921600,0,0.0,False,none,5d5a350a595bb5047313139ae6ce756bc56e3322b2e73a37cc887d8d853a59df,0bc49cf25c10298debc93fdb22278159205c4d3be750cb269afe34ffa3e4bb22,sha256:5d5a350a595bb5047313139ae6ce756bc56e3322b2e73a37cc887d8d853a59df
train_val,d_r_305_,data/suim_processed/images/train_val/d_r_305_.jpg,data/suim_processed/masks/train_val/d_r_305_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,dd2b123684b6d314d112f60098f34f46d7e53eee7c890466543c75d493c2a029,f95cf3406cc067ff9cdd5502c51148a89fd55bef242eafd821496ccb77cd0888,sha256:dd2b123684b6d314d112f60098f34f46d7e53eee7c890466543c75d493c2a029
train_val,d_r_312_,data/suim_processed/images/train_val/d_r_312_.jpg,data/suim_processed/masks/train_val/d_r_312_.png,640,480,640,480,0,0|1|7,bit_threshold,0,307200,0,0.0,False,none,07860339f645c0dacd9a09bb1c1ec03bb178d3bf9db11e5e8d0d2bc32b3a2108,8bfa35e07c6e0c193ef9fc9369ccf329d1a017d001a330113dec71690cfeaa4e,sha256:07860339f645c0dacd9a09bb1c1ec03bb178d3bf9db11e5e8d0d2bc32b3a2108
train_val,d_r_316_,data/suim_processed/images/train_val/d_r_316_.jpg,data/suim_processed/masks/train_val/d_r_316_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,dac2308f5e7c3001fa70551fe48ce82dfe058ba2da8805ad9843bd92addd1c49,cc61e7283b0108bc1098388acca0ebe09fe9d10322a568cac5bf891043b579da,sha256:dac2308f5e7c3001fa70551fe48ce82dfe058ba2da8805ad9843bd92addd1c49
train_val,d_r_31_,data/suim_processed/images/train_val/d_r_31_.jpg,data/suim_processed/masks/train_val/d_r_31_.png,640,480,640,480,0,1|5|6|7,bit_threshold,0,307200,0,0.0,False,none,fab824f45501075dc27209e38fda389e54035b846546c25d7086e604f14876ca,8da556846a5419a99432c2ff9799b210a727a87993f86c0a0e3886d217317e6b,sha256:fab824f45501075dc27209e38fda389e54035b846546c25d7086e604f14876ca
train_val,d_r_323_,data/suim_processed/images/train_val/d_r_323_.jpg,data/suim_processed/masks/train_val/d_r_323_.png,640,480,640,480,0,0|1|7,bit_threshold,0,307200,0,0.0,False,none,63de13090a378e7414503762bf6e8bab2aa4ab8b6a87393f68d0c3eddef9e4c0,e5e57225c7a7b8cbbb380af9c442fa086523dfa9540f675df805677561b4fdf6,sha256:63de13090a378e7414503762bf6e8bab2aa4ab8b6a87393f68d0c3eddef9e4c0
train_val,d_r_324_,data/suim_processed/images/train_val/d_r_324_.jpg,data/suim_processed/masks/train_val/d_r_324_.png,640,360,640,360,0,0|1|5,bit_threshold,0,230400,0,0.0,False,none,6c4545013f989ac13ea30253c803aa2e6f36fdc362a443dfc629fe27e03aee36,3fcc496d0f7d9144bcaa0523b03e8dbf655cefc1446e220ad5f5bac4cacb8ba1,sha256:6c4545013f989ac13ea30253c803aa2e6f36fdc362a443dfc629fe27e03aee36
train_val,d_r_326_,data/suim_processed/images/train_val/d_r_326_.jpg,data/suim_processed/masks/train_val/d_r_326_.png,584,480,584,480,0,0|4|5,bit_threshold,0,280320,0,0.0,False,none,f5934ee6a5a28db9198ee627b0ac98dceacda72f3b851c69fabd820aed7099dc,1e1f7a3d30467a148c87f5eee0a3807857926ffdb53846680f3f28388f6f5bde,sha256:f5934ee6a5a28db9198ee627b0ac98dceacda72f3b851c69fabd820aed7099dc
train_val,d_r_327_,data/suim_processed/images/train_val/d_r_327_.jpg,data/suim_processed/masks/train_val/d_r_327_.png,1280,720,1280,720,0,0|1,bit_threshold,0,921600,0,0.0,False,none,9d6e98f68994e61ca5f8172e08a5eb6ab078754326575b0cd696f78d54acaefc,9459703333a47e892c940f42804ce61725ab500818a43b5ef07e53234581374c,sha256:9d6e98f68994e61ca5f8172e08a5eb6ab078754326575b0cd696f78d54acaefc
train_val,d_r_333_,data/suim_processed/images/train_val/d_r_333_.jpg,data/suim_processed/masks/train_val/d_r_333_.png,1280,720,1280,720,0,0|4,bit_threshold,365409,921600,365409,0.396494140625,False,none,b222d3f7786c82eea4f5c2f69698acde410a49a3eb81404fb42a03635652f74e,49d75fa806d6b3e958444fb406a5e649e5808cdc94f5cb9e86dd3a29bbb614c3,sha256:b222d3f7786c82eea4f5c2f69698acde410a49a3eb81404fb42a03635652f74e
train_val,d_r_33_,data/suim_processed/images/train_val/d_r_33_.jpg,data/suim_processed/masks/train_val/d_r_33_.png,1906,1080,1906,1080,0,0|4|7,bit_threshold,0,2058480,0,0.0,False,none,bb97836ebc144befa147802060082732bf6d0117c6266d962dbb2838827e4db2,788e2d17b9e60a3c664956ee37a5b1fd677a6f47ecbae4142a3be71c35917038,sha256:bb97836ebc144befa147802060082732bf6d0117c6266d962dbb2838827e4db2
train_val,d_r_340_,data/suim_processed/images/train_val/d_r_340_.jpg,data/suim_processed/masks/train_val/d_r_340_.png,960,540,960,540,0,0|1|4,bit_threshold,0,518400,0,0.0,False,none,588898297a8d4a89f8e31b082f896e867d4ee1705e5693f7d5d166c7883ad826,7fe2a80c064d50690a3e3f6c764c89c71864711bac2fdb94a4533be81645ed4c,sha256:588898297a8d4a89f8e31b082f896e867d4ee1705e5693f7d5d166c7883ad826
train_val,d_r_347_,data/suim_processed/images/train_val/d_r_347_.jpg,data/suim_processed/masks/train_val/d_r_347_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,478ef7f1c404b7abd009cd97cd4e899bc530cbd5860eb9db193a20acd2245c42,eea6671f291dfb0853dabd2d57d19c72470ce772c575db3442cc7d2f96162f27,sha256:478ef7f1c404b7abd009cd97cd4e899bc530cbd5860eb9db193a20acd2245c42
train_val,d_r_348_,data/suim_processed/images/train_val/d_r_348_.jpg,data/suim_processed/masks/train_val/d_r_348_.png,1280,720,1280,720,0,0|1|3,bit_threshold,0,921600,0,0.0,False,none,6be04be47c475b3716cb8a23f37a39c382f8e121c658a863533c53c73389684a,0f1963a6782764b09f7ea48bb951a93d8b3325c5ae915700b9fc84a96f9f466e,sha256:6be04be47c475b3716cb8a23f37a39c382f8e121c658a863533c53c73389684a
train_val,d_r_363_,data/suim_processed/images/train_val/d_r_363_.jpg,data/suim_processed/masks/train_val/d_r_363_.png,960,540,960,540,0,0|1|4|7,bit_threshold,0,518400,0,0.0,False,none,05a798a83180e9c2e05b6f5224cd4a734b8991e4c2301f5933f3e77b922af4ae,0b70c20998ff743d9bc729ffe81a4ccb98d92db8bb9eb31e700a1972c84a46c8,sha256:05a798a83180e9c2e05b6f5224cd4a734b8991e4c2301f5933f3e77b922af4ae
train_val,d_r_364_,data/suim_processed/images/train_val/d_r_364_.jpg,data/suim_processed/masks/train_val/d_r_364_.png,480,448,480,448,0,0|1|4|5,bit_threshold,0,215040,0,0.0,False,none,db03a6506c6cea7b3a747f9143b456183b80bb036e9738f5a58646076e46726e,5bd2b295d87c5cf6da1e1ad952e6e43a6076e4654edc358888fc84c36c4bf7cd,sha256:db03a6506c6cea7b3a747f9143b456183b80bb036e9738f5a58646076e46726e
