sample_id,partition,image_path,image_sha256,phash,dhash,scene_group_id,scene_group_source
d_r_384_,test,data/suim_processed/images/test/d_r_384_.jpg,f1a497d05d7216636246d0f190e3776ab4266c0d5b60eacb4de0e5c5c964e5d4,16496712486092214126,10127686020203848322,scene:d_r_384_,exact_sha
d_r_386_,test,data/suim_processed/images/test/d_r_386_.jpg,e6d30249ec6352eb19d33bfaaa73f79a66828378079cb17cd6ba05abdaee0755,11938309570018335780,15476329615579399886,scene:d_r_386_,exact_sha
d_r_465_,test,data/suim_processed/images/test/d_r_465_.jpg,f6fc4c8e42205063e69a66900e627ce8710d14a06fc740fae126d3313813a219,12361137250357577102,18302061382909927134,scene:d_r_465_,exact_sha
d_r_47_,test,data/suim_processed/images/test/d_r_47_.jpg,97a4d4f02bb34016154b8c176d91c0ea744c73a46f2abd1786f70744947db7bc,12799739003816133511,17770815588038947128,scene:d_r_47_,exact_sha
d_r_547_,test,data/suim_processed/images/test/d_r_547_.jpg,7ddcf1c4ee891a379a2b8815743d98055ee1f6dbf188a62763e1c974d0ff4478,12870456189016204434,16764837159286639885,scene:d_r_547_,exact_sha
d_r_552_,test,data/suim_processed/images/test/d_r_552_.jpg,f66f9792a77620738c0c1822ef79428ee9a3b2a460c69f33ad48fe2a4448c644,16140021737839903616,9272947231069095114,scene:d_r_552_,exact_sha
d_r_58_,test,data/suim_processed/images/test/d_r_58_.jpg,80bd3b353db04c9a74e1409a729ca9259dfed173ed18c2a08068b3a61624c816,12903883359060906278,18373507041868785465,scene:d_r_58_,exact_sha
d_r_598_,test,data/suim_processed/images/test/d_r_598_.jpg,f78aa9f2e0d3421ae6839d9582e2bc9ea8d4c7df436f0c31f5b3fa2f2e0fd27d,9909492112845297002,17938104445398217092,scene:d_r_598_,exact_sha
d_r_602_,test,data/suim_processed/images/test/d_r_602_.jpg,e823f75c9b7f271132b00607baa4cf03103183bb7e5f6694ead4f1ed5e3847fe,13346965083042613241,4368243382909716592,scene:d_r_602_,exact_sha
d_r_635_,test,data/suim_processed/images/test/d_r_635_.jpg,b5b0920bf863c28c9390bb71e6f4c0f4e0b0522c23d9db727e9ae68d8f5ae6d9,17976266294782595478,3469093957450875106,scene:d_r_635_,exact_sha
d_r_801_,test,data/suim_processed/images/test/d_r_801_.jpg,35ba991202e2693e9ddf87b9d69f2f7ecdac7b1f95b8b9a0aef98fb0a8963735,15530325992319128036,17068867479445700608,scene:d_r_801_,exact_sha
d_r_84_,test,data/suim_processed/images/test/d_r_84_.jpg,5793758345ba5d6dcad2ac79740b71b0d6ff9878a1fd15caa53101d88d8736ed,12864477140475769200,16170399071896614494,scene:d_r_84_,exact_sha
f_r_1033_,test,data/suim_processed/images/test/f_r_1033_.jpg,c5e2cea74a80c4b66fcba0a52be89fba8d076bf4aa82f361d3a784a22c55fde3,15423126007467984512,13902858842588671016,scene:f_r_1033_,exact_sha
f_r_1059_,test,data/suim_processed/images/test/f_r_1059_.jpg,0821b51b324f87c1fac7d2a354b7107207c924f35c8165646817db8f93853566,9266030784224742053,18191796592309692147,scene:f_r_1059_,exact_sha
f_r_106_,test,data/suim_processed/images/test/f_r_106_.jpg,0c974d07c86e11e3c99937a2824e61c176b0f405b739ec1228d00beb96c11440,14162023775000736652,18226881140114613282,scene:f_r_106_,exact_sha
f_r_1079_,test,data/suim_processed/images/test/f_r_1079_.jpg,7d352306b23ee74aec28eeafe142e936249e648d59a9a71d9e7aa360a439d779,15327037916578146914,13617922324944144529,scene:f_r_1079_,exact_sha
f_r_1165_,test,data/suim_processed/images/test/f_r_1165_.jpg,ad66d14883d28ee8d476190d996e984d97fe744a3fa5795dbc8cb98e72172b7e,13301608839704877113,16767097712445237795,scene:f_r_1165_,exact_sha
f_r_1199_,test,data/suim_processed/images/test/f_r_1199_.jpg,e0f4dd2783e07d5d011e46eda18490ac19d00077643e9dd9b18536c385fad706,11872610677854697057,13889313042349864743,scene:f_r_1199_,exact_sha
f_r_1220_,test,data/suim_processed/images/test/f_r_1220_.jpg,c28375cdaef6eb8391ea4fdd631dac6f74e203c79cb632243fe69fe2ede9e91d,12002332482074811340,18374527118802419582,scene:f_r_1220_,exact_sha
f_r_1229_,test,data/suim_processed/images/test/f_r_1229_.jpg,a9fea9cd2b1831e60b98cea210783a7c8329da2ad6be90dca72325a37ae1141f,9789089418547143858,17357139541464773864,scene:f_r_1229_,exact_sha
f_r_1276_,test,data/suim_processed/images/test/f_r_1276_.jpg,c1712eca715182137e486c419b6858c580c3ebdee71b9f674cf9ed9a0b54ab95,14445548989285959355,12876270390755902200,scene:f_r_1276_,exact_sha
f_r_1282_,test,data/suim_processed/images/test/f_r_1282_.jpg,fdf169314834e66c606c1fa5b33d23ba890e085342aa2e7ba971a9752739fd64,10650570262814411130,4070458963388946156,scene:f_r_1282_,exact_sha
f_r_1298_,test,data/suim_processed/images/test/f_r_1298_.jpg,f235ee347318d6fd4764fbb9ea2bb384d41a306745619d075fc8caaf98be967a,14164896763120387000,16784006200057669004,scene:f_r_1298_,exact_sha
f_r_1303_,test,data/suim_processed/images/test/f_r_1303_.jpg,3a7e63bd0027c0b356d3b2252e7d78f37006ca9a58acea295b9ab4b8ee41ff38,13412630972063139622,18446690857213574716,scene:f_r_1303_,exact_sha
f_r_1319_,test,data/suim_processed/images/test/f_r_1319_.jpg,c7453f153f9e23d57ec9437c212006d6f6bbafa266f772a55fec5c3922f97a77,14642370187579324565,18437165622228543969,scene:f_r_1319_,exact_sha
f_r_1340_,test,data/suim_processed/images/test/f_r_1340_.jpg,5529ad363a30953283b525c92a3336848335af32c5932165855e0a34f1ec38bb,12919763793074034546,14237497728627939773,scene:f_r_1340_,exact_sha
f_r_13_,test,data/suim_processed/images/test/f_r_13_.jpg,8ea4d85ec948497db4bf4eb50cdd9a18c1cf2aa72914099f9ffa72ea061ff65a,16181214464365309289,12447021001136244481,scene:f_r_13_,exact_sha
f_r_1410_,test,data/suim_processed/images/test/f_r_1410_.jpg,2a28a63d3ebebaa80857cc5ae71614aad29d3dec8e87759d506db45d9e974ef5,12224620458191103929,18445494093064942392,scene:f_r_1410_,exact_sha
f_r_1428_,test,data/suim_processed/images/test/f_r_1428_.jpg,b95fcd208ab1d919210135259c9d295229aee96c3e6cbab2e2fec6c20df90ba2,14284069837120645322,4330801766718292198,scene:f_r_1428_,exact_sha
f_r_1435_,test,data/suim_processed/images/test/f_r_1435_.jpg,84e9617dbe1a5a4b9ad8209bb55f5eb7546152a9a2b4baaf1730e10a3d264b62,11884111129853309750,2803429089340024048,scene:f_r_1435_,exact_sha
f_r_1440_,test,data/suim_processed/images/test/f_r_1440_.jpg,1a9a87442c084f86fbd39a857df663c98a06ced9cb33c3777f6c6966b4bae8d9,12524904847868465453,1018220762342516517,scene:f_r_1440_,exact_sha
f_r_1450_,test,data/suim_processed/images/test/f_r_1450_.jpg,6c968fb6a3d9cd9d4955625f79706a76e675966ea88f55d973adfd146750fa42,11219475545491344492,8969263050854183218,scene:f_r_1450_,exact_sha
f_r_1452_,test,data/suim_processed/images/test/f_r_1452_.jpg,5e3689cc825ee89dd226cc7829ac593e3dd2ddaea195388c4fcfb4311af53e1e,9932939764389656937,18362498648756971343,scene:f_r_1452_,exact_sha
f_r_1461_,test,data/suim_processed/images/test/f_r_1461_.jpg,8f45a254fd0dcc1a2cdf9e33e7e415a2851742e809d7cfe231dcf0345c438872,14027937440645958960,16204148068937923977,scene:f_r_1461_,exact_sha
f_r_1467_,test,data/suim_processed/images/test/f_r_1467_.jpg,82432f42e02065c540e7f39542a4ea3fd0ff392d3190d3af955f92938417063e,11432038676056903576,7542586021484086241,scene:f_r_1467_,exact_sha
f_r_1471_,test,data/suim_processed/images/test/f_r_1471_.jpg,7ac8e89c0c06ae4a1c5236167de48d3ae1ae86580c9898f838f0f0a332a9c97f,14325506676775645241,2657903113939370664,scene:f_r_1471_,exact_sha
f_r_1478_,test,data/suim_processed/images/test/f_r_1478_.jpg,602a1acc49562722d17faefff2ad09456d3df57daeeb188c4b5649e9deda5271,16165756239613684889,2634765321992702355,scene:f_r_1478_,exact_sha
f_r_1644_,test,data/suim_processed/images/test/f_r_1644_.jpg,83fb692458055c9c2327dcdad63e04a11f48084c493934051d066618efe260de,15336888789065209960,1483025845339562180,scene:f_r_1644_,exact_sha
f_r_1737_,test,data/suim_processed/images/test/f_r_1737_.jpg,e4a25e7d6b6b402a9ec4aaa61b421f436339bc7281e384533ac2362f185c3aaa,10567027919958551768,17927784243531975024,scene:f_r_1737_,exact_sha
f_r_1782_,test,data/suim_processed/images/test/f_r_1782_.jpg,32e6504f07897b1822b03444cb5fdbdeb4547eb796314f9eeaec4c28bc75d36b,14108819532295870585,16159074628071331848,scene:f_r_1782_,exact_sha
f_r_1800_,test,data/suim_processed/images/test/f_r_1800_.jpg,402058bf1c5d8d03759144502cbf5339ac37a6dbee414311960cedb064509b94,18103493618563215589,7937360357990385856,scene:f_r_1800_,exact_sha
f_r_1892_,test,data/suim_processed/images/test/f_r_1892_.jpg,f974242a9309f343ec673ba71a2133482fb19259d95ecb4ac92d2d7632df099d,17405062805558313524,13970984981666104990,scene:f_r_1892_,exact_sha
f_r_1920_,test,data/suim_processed/images/test/f_r_1920_.jpg,3c36393bb6be142b2ce8517d4e11533cdbd53bed2af3044cefe66cdbcd56583c,10541182584645870492,17938075879448808672,scene:f_r_1920_,exact_sha
f_r_1931_,test,data/suim_processed/images/test/f_r_1931_.jpg,c7d6373fe2b68f524109c279f39fecef2db5f0404123134d7f757860b307c44d,10390522837696220857,18224358830113861840,scene:f_r_1931_,exact_sha
f_r_1948_,test,data/suim_processed/images/test/f_r_1948_.jpg,d3e5aa2cbc1a9ceb68064dea6a7c7819152910bddf62c908283d0b6c99ca52e2,12200769644411898271,5231590190307568991,scene:f_r_1948_,exact_sha
f_r_1965_,test,data/suim_processed/images/test/f_r_1965_.jpg,fd68dd9ba955d5975afeefa71110d0c2e344bf235f109df3d7b2491f0249adf3,10003250483349810259,13970575650184297319,scene:f_r_1965_,exact_sha
f_r_1992_,test,data/suim_processed/images/test/f_r_1992_.jpg,db76353e287ece390c7d77ae216349077dac6511c344aa7a5a9efb6d30136fb8,16917150233796983154,14042786588363427093,scene:f_r_1992_,exact_sha
f_r_2052_,test,data/suim_processed/images/test/f_r_2052_.jpg,cc55e0dd57427fee81a94ba36306106d5a9f470a6468d9f244cebb8049a2f6de,10030488794431279530,7875948007246620322,scene:f_r_2052_,exact_sha
f_r_209_,test,data/suim_processed/images/test/f_r_209_.jpg,c46ca59f82cbe162d79c292bbaf0ef487277120f520e50a31e8c32ad6e91599e,14947777921180421332,600644606315874,scene:f_r_209_,exact_sha
f_r_214_,test,data/suim_processed/images/test/f_r_214_.jpg,313972d9da318faca048a0ffa5c83d98682e97b29f945de971f9c164b92b0beb,14178674981712933812,16208719907543642352,scene:f_r_214_,exact_sha
f_r_246_,test,data/suim_processed/images/test/f_r_246_.jpg,b594b985cf9c614a818a75020e0e3286417474c483eecd0ba221bb5b6037183c,12685829689868600260,4575357735730651020,scene:f_r_246_,exact_sha
f_r_24_,test,data/suim_processed/images/test/f_r_24_.jpg,d7cd3bef1883fb3d0870e616537e0a0c7a07b968b552bff495900871c11dc1a5,9842715867418437993,17868027114551764986,scene:f_r_24_,exact_sha
f_r_263_,test,data/suim_processed/images/test/f_r_263_.jpg,d729836be63289f34f34e815cb54d19bf6afafdcae3ee72c9c76254cbd5b8472,11067991236615613467,8715293181034223858,scene:f_r_263_,exact_sha
f_r_329_,test,data/suim_processed/images/test/f_r_329_.jpg,517bcf669cf4b3b0e0a4b889529fac2822568e0f00fa8f3171490f84515ed613,14327501211656648755,13898284785517905377,scene:f_r_329_,exact_sha
f_r_392_,test,data/suim_processed/images/test/f_r_392_.jpg,f06df88bcc4e70ce2b1b9c442af36e00bb6fe37c9c390f521a9bcf569e963bb8,17349980368707239574,10996748518680203480,scene:f_r_392_,exact_sha
f_r_403_,test,data/suim_processed/images/test/f_r_403_.jpg,8e839e490054416e599e1841dfd86654ebd77a8e80b896517c872fc801169bef,17524011711339862339,12953085413042514281,scene:f_r_403_,exact_sha
f_r_446_,test,data/suim_processed/images/test/f_r_446_.jpg,054fc6bf849be4104260815044e6f349cb508b303f31a6989636b464df1f3aeb,15360499474869352009,17356991663498598068,scene:f_r_446_,exact_sha
f_r_478_,test,data/suim_processed/images/test/f_r_478_.jpg,48979867e911a0e7eeaf3807e63b97fc6e8585d75c3125337e31ffae28d88934,9651991547093632426,17041739901087180771,scene:f_r_478_,exact_sha
f_r_54_,test,data/suim_processed/images/test/f_r_54_.jpg,57885ef58f1210b68f6ee951810d594d3779552f09ddbc60ce5216ad9563fd3f,15546896673676496748,9279808371673538108,scene:f_r_54_,exact_sha
f_r_604_,test,data/suim_processed/images/test/f_r_604_.jpg,b87295001923d263e98072e0c2bafdb5b75c2e3c71968088a7a2b2e0ecae3c26,15677538400832137691,16769392718960943329,scene:f_r_604_,exact_sha
f_r_644_,test,data/suim_processed/images/test/f_r_644_.jpg,e42de3db5499131dadc4edc6ac570bcc67821f71560e7525f937336812b77dff,17825897480292319674,4991197884749062754,scene:f_r_644_,exact_sha
f_r_721_,test,data/suim_processed/images/test/f_r_721_.jpg,4b0e40ff40c482f8844f41754f9abe8152cfb767e25075cb60d6d71c503d4313,12489135605369121106,2387086552907596356,scene:f_r_721_,exact_sha
f_r_93_,test,data/suim_processed/images/test/f_r_93_.jpg,26508345fbf7aaadcd47d8b164c5febc4e9ec396f10cd26ed17e21695188ff55,16215243578818350258,17794799194320555212,scene:f_r_93_,exact_sha
n_l_0_,test,data/suim_processed/images/test/n_l_0_.jpg,b098f85b3c6524454acea653a7bb3a2cf5cd06a6b9ab037d335629c8c50ff514,16373967791172524613,18219995282962761120,scene:f_r_1500_,exact_sha
n_l_100_,test,data/suim_processed/images/test/n_l_100_.jpg,597d704d3fe8cd6d3b8d5c52d0ef9716e000eed1f0c6b1fdd1de536055de0ec9,12491708102548170146,18229436543919386615,scene:n_l_100_,exact_sha
n_l_102_,test,data/suim_processed/images/test/n_l_102_.jpg,ef97f7b41d7df593d8d406b04fdf74aa4174df44cd91a3069063f871d5b4a1d2,12956249436505834867,9568681169220540861,scene:n_l_102_,exact_sha
n_l_12_,test,data/suim_processed/images/test/n_l_12_.jpg,1513460371ce184c54577b622da52a0db2ddaf511f72a7079f187f5cbb4716e6,15479101098199074800,17596795628340666496,scene:n_l_12_,exact_sha
n_l_15_,test,data/suim_processed/images/test/n_l_15_.jpg,75e757522196f62278898885ed204338de334f385aad50417e9738b6280666bb,16027997922179309965,965849690625865810,scene:n_l_15_,exact_sha
n_l_18_,test,data/suim_processed/images/test/n_l_18_.jpg,ca1dd460d6f20b74825542eea713b1697043fe97a954f04bdd17915247981915,14162082034961525989,16208667130479824070,scene:n_l_18_,exact_sha
n_l_26_,test,data/suim_processed/images/test/n_l_26_.jpg,e5f27ecb98178c8143514880358b0276876e8a6e7d0b4bfb1ec6ed9ca60c6054,15220730132416453145,7191150453068842690,scene:n_l_26_,exact_sha
n_l_29_,test,data/suim_processed/images/test/n_l_29_.jpg,1ea8275e996c870bf63a051f48735ef299c6049a0ad9886b55c72747bf60ef59,12930851355961461809,11013720877131152442,scene:d_r_587_,exact_sha
n_l_3_,test,data/suim_processed/images/test/n_l_3_.jpg,6f08001e064d426fe9c10f8cb0edfb95d2752f671d92a29a3f22163f75af4525,12189295678016880202,5745250655043970537,scene:n_l_3_,exact_sha
n_l_44_,test,data/suim_processed/images/test/n_l_44_.jpg,752ac04d0113f98ca9d1f87130d529adf49caffe71ecc32018b8db60b4f4feb6,12920207834404261720,17940329468876606590,scene:n_l_44_,exact_sha
n_l_48_,test,data/suim_processed/images/test/n_l_48_.jpg,a43a436d6791f92acfe376ea1eb8d67120f320b9c9600c5340170b177b1908ef,15180940915400881498,18229723501769001000,scene:n_l_48_,exact_sha
n_l_52_,test,data/suim_processed/images/test/n_l_52_.jpg,3cf2fa7dae62ad3ea3f48956debcf0dac0b28799e2cddb8b289dc02c6a04bc09,13386780815768629272,5231151695124958996,scene:n_l_52_,exact_sha
n_l_79_,test,data/suim_processed/images/test/n_l_79_.jpg,f112e038db6203965b2d1b0c20a7962dc775762de99d991843159d07332d1d93,14893180992721483072,7846083510631846384,scene:n_l_79_,exact_sha
n_l_84_,test,data/suim_processed/images/test/n_l_84_.jpg,80f5509f33776b5c97b760174d154d05255e235a4da439280fdccc9f9dd17925,15408103613970983305,18229555647322029094,scene:n_l_84_,exact_sha
n_l_87_,test,data/suim_processed/images/test/n_l_87_.jpg,616e2e5b33acf303a35147bc7c510970c9bbf21ed7dfd9ae685eb0ae770129df,14155865615628848259,1153116139878052,scene:n_l_87_,exact_sha
w_r_101_,test,data/suim_processed/images/test/w_r_101_.jpg,3b57f16d1fc7358ab43e5fb53c70819f3fed1b3bde972f9e40ec397e12ae1cae,16832090421896479474,10996889300521653139,scene:w_r_101_,exact_sha
w_r_109_,test,data/suim_processed/images/test/w_r_109_.jpg,531b5ae6814068e25f2fb8374f01d9ff99b0c1ae89e1019acef504fc69bcfb6d,18202668859987595617,2460713718935656227,scene:w_r_109_,exact_sha
w_r_10_,test,data/suim_processed/images/test/w_r_10_.jpg,ac8f0ee0e26ef3be81297d36590be3818b0a903e6c78dd59c338b7cb88c0995b,16149260328062453548,14461254728833474447,scene:w_r_10_,exact_sha
w_r_111_,test,data/suim_processed/images/test/w_r_111_.jpg,8faec2411e31b364655c73fe223c3e3eb248452735803d3fa304c65f0394452e,12567454442048014879,18419621078160203644,scene:w_r_111_,exact_sha
w_r_116_,test,data/suim_processed/images/test/w_r_116_.jpg,6fe5ce0a109f98c9351de0e9fbcf72747a5603dcb1051bd1b2eb5c5ede3b727c,17359001120343667411,4774955311153798384,scene:w_r_116_,exact_sha
w_r_147_,test,data/suim_processed/images/test/w_r_147_.jpg,db7f64ed73e9426b94450bb035b59f00b86d1820c2adddc8172af9fb8fa5be2f,14346659596351180243,17926818919875005545,scene:w_r_147_,exact_sha
w_r_14_,test,data/suim_processed/images/test/w_r_14_.jpg,d810dcd1ef9daa9d2900ab574af6fd20c72a6e0a3c400d651e79213166e3d7fd,16364001197690378422,144970341025566700,scene:w_r_14_,exact_sha
w_r_150_,test,data/suim_processed/images/test/w_r_150_.jpg,0d67806f99a48cc68fc421fec1162da08fd3d5dc920f9757e3aa0a877f0d5384,9574929468765708622,17361641498452490480,scene:w_r_150_,exact_sha
w_r_157_,test,data/suim_processed/images/test/w_r_157_.jpg,a4dea9fb2855385144e2c391d0875bfc1f0988f3ae87574ebf0130a26daf0cb5,12758111373596988772,7735875855315672469,scene:w_r_157_,exact_sha
w_r_199_,test,data/suim_processed/images/test/w_r_199_.jpg,5c901bf6ed9d0a2a8c5c8ac7c0f4091058e65abc67d8fe31ee7c187bdfc75f68,14896171604197085764,7647992908928639952,scene:w_r_199_,exact_sha
w_r_201_,test,data/suim_processed/images/test/w_r_201_.jpg,71b92f5c4f68dd7b44ea829f4359f58c3bf9e897bce5801769099f2ad6a08d00,11286419305242998933,17059514650408808465,scene:w_r_201_,exact_sha
w_r_217_,test,data/suim_processed/images/test/w_r_217_.jpg,99795d6e137040e7f0772e1d1008a25cf351b23907e3c969e472b4f9336ae642,11999446270293416899,16484525716060020382,scene:w_r_217_,exact_sha
w_r_22_,test,data/suim_processed/images/test/w_r_22_.jpg,deaf47fd3e2852357e35bab2ac8b6994f0f7aabd19948cbde388faa5d4103645,12345971037073100262,8812637319502749081,scene:w_r_22_,exact_sha
w_r_30_,test,data/suim_processed/images/test/w_r_30_.jpg,5f1e411075059e37176d4d2320f57c63b59511b14003b559dada9866cb7297a7,14048259496550669258,15045639743350622601,scene:w_r_30_,exact_sha
w_r_3_,test,data/suim_processed/images/test/w_r_3_.jpg,022a4bf570a56091372f4204573ef0bb7d041411cbe919c2e0f7e723e3fca8ba,16425721665475904464,5497775869710347941,scene:w_r_3_,exact_sha
w_r_43_,test,data/suim_processed/images/test/w_r_43_.jpg,f994922542b9462286c918adf4bad06ea2688641b6420b4edec967da46ced985,16876479169284172692,13889242053214405809,scene:w_r_43_,exact_sha
w_r_4_,test,data/suim_processed/images/test/w_r_4_.jpg,703ce221841da2720783137efa120e9d5ca3eef89288c2bc868e95c31bff8830,16052204670862914456,13006480541667113304,scene:w_r_4_,exact_sha
w_r_50_,test,data/suim_processed/images/test/w_r_50_.jpg,fac348ff4f1326a1f5aaeaa7759f65161c7fdebe21b53eef59685f87dcb2750c,9331684097436939208,16352813019958146274,scene:w_r_50_,exact_sha
w_r_59_,test,data/suim_processed/images/test/w_r_59_.jpg,d8a212c59464e113de10abee54acede70a8d840e81e4adc339cf75402a038bd0,13971079312441393561,5066487500159116512,scene:w_r_59_,exact_sha
w_r_6_,test,data/suim_processed/images/test/w_r_6_.jpg,e6155d41cde4773001a77f00fcd2d3c77ec6829cf3d603e246f4dda7550e5da8,13986936246016839787,17359327911545481420,scene:w_r_6_,exact_sha
w_r_84_,test,data/suim_processed/images/test/w_r_84_.jpg,771df494656c726880936ccf32af5138f0fa9f82444b5febe69a90015a2a65b2,9641839431175353328,16891713453432978366,scene:w_r_84_,exact_sha
d_r_103_,train_val,data/suim_processed/images/train_val/d_r_103_.jpg,e39d4d691110ca888c5da3c98cf556e100378ca548c1f0c95e06798fbb3828ff,17196085531460030625,8029829347338944768,scene:d_r_103_,exact_sha
d_r_105_,train_val,data/suim_processed/images/train_val/d_r_105_.jpg,c54aa45a89539b112737c6f8968f1eb81ecb7fde4cb92f2e2aec137618254de0,11573057757534506253,4394655341268084359,scene:d_r_105_,exact_sha
d_r_112_,train_val,data/suim_processed/images/train_val/d_r_112_.jpg,96f411a34786ea555656543a9f65baeb816cbc75383c756e0b1fcd19ab9875b3,14182991087731480891,17037311608846598370,scene:d_r_112_,exact_sha
d_r_113_,train_val,data/suim_processed/images/train_val/d_r_113_.jpg,1deea73fce101df8bdd7cbd8da4175d48182eb2023a9265e2df95768db35a2e8,13572952495307038654,13598678887350394847,scene:d_r_113_,exact_sha
d_r_125_,train_val,data/suim_processed/images/train_val/d_r_125_.jpg,8cc05b6a411e6af6194633808030ea33b2c0f8ca4866d5eb5e0f64c23ec9091d,17633350176181668936,3183082678264037506,scene:d_r_125_,exact_sha
d_r_132_,train_val,data/suim_processed/images/train_val/d_r_132_.jpg,4de98f2bd1aa27e0c55590ec42257ffe5207520f4fa1de8dd61e2f08054ec2f6,14741182960010211979,16204216118199767220,scene:d_r_132_,exact_sha
d_r_135_,train_val,data/suim_processed/images/train_val/d_r_135_.jpg,367a1d3a4707a7fd8b71ad13ebdc24ef039b776bdbd2ee6cf81191429a9c40fa,17800713002022259054,17932247589878648268,scene:d_r_135_,exact_sha
d_r_145_,train_val,data/suim_processed/images/train_val/d_r_145_.jpg,0f50b287f5c4b2ba9f45f3ec8f9c3893c252575549a070c1dc7e3825e6d1fca8,14890022083750154506,14143951844601787765,scene:d_r_145_,exact_sha
d_r_148_,train_val,data/suim_processed/images/train_val/d_r_148_.jpg,bdcb7fda34c1d3bb3aa0d5e94ef47cc8a432d8cd00e9af81c57aff2d31aabb94,16416972546284754545,16305929264701606731,scene:d_r_148_,exact_sha
d_r_14_,train_val,data/suim_processed/images/train_val/d_r_14_.jpg,122219fecf1f1ff34cb031bf9765581f0af80ed37278014b75fe932d982d1489,14184874983680496537,16204199440134103776,scene:d_r_14_,exact_sha
d_r_153_,train_val,data/suim_processed/images/train_val/d_r_153_.jpg,703c9bbba0cfaecf0b0b040d22d6887694ff3cb1526e895d1fc4385ed7e14a98,13958519638480391704,16348260714659699160,scene:d_r_153_,exact_sha
d_r_160_,train_val,data/suim_processed/images/train_val/d_r_160_.jpg,a3bf53ec5d42c02365ef5167473b486e3124920fa6b6dff3d41213f9d3980275,14247482691618375615,17465177968357073377,scene:d_r_160_,exact_sha
d_r_162_,train_val,data/suim_processed/images/train_val/d_r_162_.jpg,22785b4daba5d6d3595a02064b5c80e4893c5252ecb309cf8c0da7bde347a20f,14163424219824567969,17357124363668734156,scene:d_r_162_,exact_sha
d_r_163_,train_val,data/suim_processed/images/train_val/d_r_163_.jpg,cacc09cec97f383817e56a2cda637de6ca4b0b88c25c8f9d236ff08152626a97,14202721328591977069,17940213227080369798,scene:d_r_163_,exact_sha
d_r_165_,train_val,data/suim_processed/images/train_val/d_r_165_.jpg,9782e8dd37c67a691732f63f76ade562c1dd4b910c4e8a698ee367f90c0ca6ae,9982993515326870507,18427034166321823101,scene:d_r_165_,exact_sha
d_r_169_,train_val,data/suim_processed/images/train_val/d_r_169_.jpg,89a1072776631021f6afd03b44cf45d4462387f403c38325490313005db8d22f,18446607738176885427,6083336372729000188,scene:d_r_169_,exact_sha
d_r_171_,train_val,data/suim_processed/images/train_val/d_r_171_.jpg,3e76f4d95a3a8aedd70fa7711144aca632df54f1a42d259cb8a45e87086a6241,10490462546391325230,17941457779620968678,scene:d_r_171_,exact_sha
d_r_174_,train_val,data/suim_processed/images/train_val/d_r_174_.jpg,b938a7afebf44117659c8926bd659beb563137d2f8fb1909b56d3b33c465413c,10642525493582552806,15030790472874127329,scene:d_r_174_,exact_sha
