partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels,total_pixels,quantized_pixels,quantized_ratio,size_repaired,repair_method,scene_group_id
train_val,d_r_466_,data/suim_processed/images/train_val/d_r_466_.jpg,data/suim_processed/masks/train_val/d_r_466_.png,1280,720,1280,720,0,0|1|6|7,bit_threshold,0,921600,0,0.0,False,none,scene:d_r_466_
train_val,d_r_476_,data/suim_processed/images/train_val/d_r_476_.jpg,data/suim_processed/masks/train_val/d_r_476_.png,480,448,480,448,0,0|1|5|7,bit_threshold,0,215040,0,0.0,False,none,scene:d_r_476_
train_val,d_r_493_,data/suim_processed/images/train_val/d_r_493_.jpg,data/suim_processed/masks/train_val/d_r_493_.png,640,480,640,480,0,1|4|5,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_493_
train_val,d_r_514_,data/suim_processed/images/train_val/d_r_514_.jpg,data/suim_processed/masks/train_val/d_r_514_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_514_
train_val,d_r_526_,data/suim_processed/images/train_val/d_r_526_.jpg,data/suim_processed/masks/train_val/d_r_526_.png,800,600,800,600,0,0|1,bit_threshold,0,480000,0,0.0,False,none,scene:d_r_526_
train_val,d_r_542_,data/suim_processed/images/train_val/d_r_542_.jpg,data/suim_processed/masks/train_val/d_r_542_.png,1906,1080,1906,1080,0,0|1|4|5,bit_threshold,0,2058480,0,0.0,False,none,scene:d_r_198_
train_val,d_r_555_,data/suim_processed/images/train_val/d_r_555_.jpg,data/suim_processed/masks/train_val/d_r_555_.png,640,480,640,480,0,0|1|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_555_
train_val,d_r_564_,data/suim_processed/images/train_val/d_r_564_.jpg,data/suim_processed/masks/train_val/d_r_564_.png,1280,720,1280,720,0,0|1|4|5,bit_threshold,252332,921600,252332,0.2737977430555555,False,none,scene:d_r_564_
train_val,d_r_588_,data/suim_processed/images/train_val/d_r_588_.jpg,data/suim_processed/masks/train_val/d_r_588_.png,960,540,960,540,0,0|1|4,bit_threshold,0,518400,0,0.0,False,none,scene:d_r_588_
train_val,d_r_591_,data/suim_processed/images/train_val/d_r_591_.jpg,data/suim_processed/masks/train_val/d_r_591_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_591_
train_val,d_r_597_,data/suim_processed/images/train_val/d_r_597_.jpg,data/suim_processed/masks/train_val/d_r_597_.png,960,540,960,540,0,0|1|5|6|7,bit_threshold,0,518400,0,0.0,False,none,scene:d_r_597_
train_val,d_r_606_,data/suim_processed/images/train_val/d_r_606_.jpg,data/suim_processed/masks/train_val/d_r_606_.png,640,360,640,360,0,0|1|5|6,bit_threshold,0,230400,0,0.0,False,none,scene:d_r_606_
train_val,d_r_615_,data/suim_processed/images/train_val/d_r_615_.jpg,data/suim_processed/masks/train_val/d_r_615_.png,1280,720,1280,720,0,0|1|5|7,bit_threshold,0,921600,0,0.0,False,none,scene:d_r_615_
train_val,d_r_629_,data/suim_processed/images/train_val/d_r_629_.jpg,data/suim_processed/masks/train_val/d_r_629_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_629_
train_val,d_r_649_,data/suim_processed/images/train_val/d_r_649_.jpg,data/suim_processed/masks/train_val/d_r_649_.png,1280,720,1280,720,0,0|1|3,bit_threshold,0,921600,0,0.0,False,none,scene:d_r_649_
train_val,d_r_657_,data/suim_processed/images/train_val/d_r_657_.jpg,data/suim_processed/masks/train_val/d_r_657_.png,1906,1080,1906,1080,0,4|5,bit_threshold,0,2058480,0,0.0,False,none,scene:d_r_657_
train_val,d_r_65_,data/suim_processed/images/train_val/d_r_65_.jpg,data/suim_processed/masks/train_val/d_r_65_.png,640,480,640,480,0,0|1|2|3,bit_threshold,132841,307200,132841,0.4324251302083333,False,none,scene:d_r_65_
train_val,d_r_664_,data/suim_processed/images/train_val/d_r_664_.jpg,data/suim_processed/masks/train_val/d_r_664_.png,1280,720,1280,720,0,0|4|7,bit_threshold,0,921600,0,0.0,False,none,scene:d_r_664_
train_val,d_r_67_,data/suim_processed/images/train_val/d_r_67_.jpg,data/suim_processed/masks/train_val/d_r_67_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_67_
train_val,d_r_712_,data/suim_processed/images/train_val/d_r_712_.jpg,data/suim_processed/masks/train_val/d_r_712_.png,416,416,416,416,0,0|1|7,bit_threshold,0,173056,0,0.0,False,none,scene:d_r_712_
train_val,d_r_739_,data/suim_processed/images/train_val/d_r_739_.jpg,data/suim_processed/masks/train_val/d_r_739_.png,960,540,960,540,0,0|1|4|7,bit_threshold,0,518400,0,0.0,False,none,scene:d_r_739_
train_val,d_r_740_,data/suim_processed/images/train_val/d_r_740_.jpg,data/suim_processed/masks/train_val/d_r_740_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_740_
train_val,d_r_746_,data/suim_processed/images/train_val/d_r_746_.jpg,data/suim_processed/masks/train_val/d_r_746_.png,480,448,480,448,0,0|1|4|5,bit_threshold,0,215040,0,0.0,False,none,scene:d_r_746_
train_val,d_r_800_,data/suim_processed/images/train_val/d_r_800_.jpg,data/suim_processed/masks/train_val/d_r_800_.png,1280,720,1280,720,0,0|1|4|6|7,bit_threshold,0,921600,0,0.0,False,none,scene:d_r_800_
train_val,d_r_87_,data/suim_processed/images/train_val/d_r_87_.jpg,data/suim_processed/masks/train_val/d_r_87_.png,640,480,640,480,0,0|1|2|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_87_
train_val,f_r_1014_,data/suim_processed/images/train_val/f_r_1014_.jpg,data/suim_processed/masks/train_val/f_r_1014_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1014_
train_val,f_r_1019_,data/suim_processed/images/train_val/f_r_1019_.jpg,data/suim_processed/masks/train_val/f_r_1019_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1019_
train_val,f_r_1025_,data/suim_processed/images/train_val/f_r_1025_.jpg,data/suim_processed/masks/train_val/f_r_1025_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1025_
train_val,f_r_1026_,data/suim_processed/images/train_val/f_r_1026_.jpg,data/suim_processed/masks/train_val/f_r_1026_.png,640,480,640,480,0,0|1|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1026_
train_val,f_r_1029_,data/suim_processed/images/train_val/f_r_1029_.jpg,data/suim_processed/masks/train_val/f_r_1029_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1029_
train_val,f_r_1030_,data/suim_processed/images/train_val/f_r_1030_.jpg,data/suim_processed/masks/train_val/f_r_1030_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1030_
train_val,f_r_1047_,data/suim_processed/images/train_val/f_r_1047_.jpg,data/suim_processed/masks/train_val/f_r_1047_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1047_
train_val,f_r_1050_,data/suim_processed/images/train_val/f_r_1050_.jpg,data/suim_processed/masks/train_val/f_r_1050_.png,640,480,640,480,0,2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1050_
train_val,f_r_1053_,data/suim_processed/images/train_val/f_r_1053_.jpg,data/suim_processed/masks/train_val/f_r_1053_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1053_
train_val,f_r_1081_,data/suim_processed/images/train_val/f_r_1081_.jpg,data/suim_processed/masks/train_val/f_r_1081_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1081_
train_val,f_r_1102_,data/suim_processed/images/train_val/f_r_1102_.jpg,data/suim_processed/masks/train_val/f_r_1102_.png,640,480,640,480,0,0|3|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1102_
train_val,f_r_1108_,data/suim_processed/images/train_val/f_r_1108_.jpg,data/suim_processed/masks/train_val/f_r_1108_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1108_
train_val,f_r_1114_,data/suim_processed/images/train_val/f_r_1114_.jpg,data/suim_processed/masks/train_val/f_r_1114_.png,640,480,640,480,0,0|2|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1114_
train_val,f_r_1116_,data/suim_processed/images/train_val/f_r_1116_.jpg,data/suim_processed/masks/train_val/f_r_1116_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1116_
train_val,f_r_1120_,data/suim_processed/images/train_val/f_r_1120_.jpg,data/suim_processed/masks/train_val/f_r_1120_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1120_
train_val,f_r_1123_,data/suim_processed/images/train_val/f_r_1123_.jpg,data/suim_processed/masks/train_val/f_r_1123_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1123_
train_val,f_r_1127_,data/suim_processed/images/train_val/f_r_1127_.jpg,data/suim_processed/masks/train_val/f_r_1127_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1127_
train_val,f_r_1130_,data/suim_processed/images/train_val/f_r_1130_.jpg,data/suim_processed/masks/train_val/f_r_1130_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1130_
train_val,f_r_1137_,data/suim_processed/images/train_val/f_r_1137_.jpg,data/suim_processed/masks/train_val/f_r_1137_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1137_
train_val,f_r_1140_,data/suim_processed/images/train_val/f_r_1140_.jpg,data/suim_processed/masks/train_val/f_r_1140_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1140_
train_val,f_r_1178_,data/suim_processed/images/train_val/f_r_1178_.jpg,data/suim_processed/masks/train_val/f_r_1178_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1178_
train_val,f_r_1180_,data/suim_processed/images/train_val/f_r_1180_.jpg,data/suim_processed/masks/train_val/f_r_1180_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1180_
train_val,f_r_1193_,data/suim_processed/images/train_val/f_r_1193_.jpg,data/suim_processed/masks/train_val/f_r_1193_.png,640,480,640,480,0,0|1|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1193_
train_val,f_r_1194_,data/suim_processed/images/train_val/f_r_1194_.jpg,data/suim_processed/masks/train_val/f_r_1194_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1194_
train_val,f_r_1201_,data/suim_processed/images/train_val/f_r_1201_.jpg,data/suim_processed/masks/train_val/f_r_1201_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1201_
train_val,f_r_1231_,data/suim_processed/images/train_val/f_r_1231_.jpg,data/suim_processed/masks/train_val/f_r_1231_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1231_
train_val,f_r_1239_,data/suim_processed/images/train_val/f_r_1239_.jpg,data/suim_processed/masks/train_val/f_r_1239_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1239_
train_val,f_r_1242_,data/suim_processed/images/train_val/f_r_1242_.jpg,data/suim_processed/masks/train_val/f_r_1242_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1242_
train_val,f_r_1243_,data/suim_processed/images/train_val/f_r_1243_.jpg,data/suim_processed/masks/train_val/f_r_1243_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1243_
train_val,f_r_1246_,data/suim_processed/images/train_val/f_r_1246_.jpg,data/suim_processed/masks/train_val/f_r_1246_.png,640,480,640,480,0,0|1|2|3|4|5|6|7,bit_threshold,110095,307200,110095,0.3583821614583333,False,none,scene:f_r_1246_
train_val,f_r_1252_,data/suim_processed/images/train_val/f_r_1252_.jpg,data/suim_processed/masks/train_val/f_r_1252_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1252_
train_val,f_r_126_,data/suim_processed/images/train_val/f_r_126_.jpg,data/suim_processed/masks/train_val/f_r_126_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_126_
train_val,f_r_1332_,data/suim_processed/images/train_val/f_r_1332_.jpg,data/suim_processed/masks/train_val/f_r_1332_.png,640,480,640,480,0,0|4|5|6|7,bit_threshold,116989,307200,116989,0.3808235677083333,False,none,scene:f_r_1332_
train_val,f_r_1346_,data/suim_processed/images/train_val/f_r_1346_.jpg,data/suim_processed/masks/train_val/f_r_1346_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1346_
train_val,f_r_1347_,data/suim_processed/images/train_val/f_r_1347_.jpg,data/suim_processed/masks/train_val/f_r_1347_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1347_
train_val,f_r_1362_,data/suim_processed/images/train_val/f_r_1362_.jpg,data/suim_processed/masks/train_val/f_r_1362_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1362_
train_val,f_r_1365_,data/suim_processed/images/train_val/f_r_1365_.jpg,data/suim_processed/masks/train_val/f_r_1365_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1365_
train_val,f_r_1375_,data/suim_processed/images/train_val/f_r_1375_.jpg,data/suim_processed/masks/train_val/f_r_1375_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1375_
train_val,f_r_1383_,data/suim_processed/images/train_val/f_r_1383_.jpg,data/suim_processed/masks/train_val/f_r_1383_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1383_
train_val,f_r_1385_,data/suim_processed/images/train_val/f_r_1385_.jpg,data/suim_processed/masks/train_val/f_r_1385_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1385_
train_val,f_r_1439_,data/suim_processed/images/train_val/f_r_1439_.jpg,data/suim_processed/masks/train_val/f_r_1439_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1439_
train_val,f_r_1444_,data/suim_processed/images/train_val/f_r_1444_.jpg,data/suim_processed/masks/train_val/f_r_1444_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1444_
train_val,f_r_1446_,data/suim_processed/images/train_val/f_r_1446_.jpg,data/suim_processed/masks/train_val/f_r_1446_.png,640,480,640,480,0,3|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1446_
train_val,f_r_1447_,data/suim_processed/images/train_val/f_r_1447_.jpg,data/suim_processed/masks/train_val/f_r_1447_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1447_
train_val,f_r_145_,data/suim_processed/images/train_val/f_r_145_.jpg,data/suim_processed/masks/train_val/f_r_145_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_145_
train_val,f_r_1499_,data/suim_processed/images/train_val/f_r_1499_.jpg,data/suim_processed/masks/train_val/f_r_1499_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1499_
train_val,f_r_1514_,data/suim_processed/images/train_val/f_r_1514_.jpg,data/suim_processed/masks/train_val/f_r_1514_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1514_
train_val,f_r_152_,data/suim_processed/images/train_val/f_r_152_.jpg,data/suim_processed/masks/train_val/f_r_152_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_152_
train_val,f_r_154_,data/suim_processed/images/train_val/f_r_154_.jpg,data/suim_processed/masks/train_val/f_r_154_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_154_
train_val,f_r_1571_,data/suim_processed/images/train_val/f_r_1571_.jpg,data/suim_processed/masks/train_val/f_r_1571_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1571_
train_val,f_r_1599_,data/suim_processed/images/train_val/f_r_1599_.jpg,data/suim_processed/masks/train_val/f_r_1599_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1599_
train_val,f_r_1606_,data/suim_processed/images/train_val/f_r_1606_.jpg,data/suim_processed/masks/train_val/f_r_1606_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1606_
train_val,f_r_1609_,data/suim_processed/images/train_val/f_r_1609_.jpg,data/suim_processed/masks/train_val/f_r_1609_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1609_
train_val,f_r_1635_,data/suim_processed/images/train_val/f_r_1635_.jpg,data/suim_processed/masks/train_val/f_r_1635_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1635_
train_val,f_r_163_,data/suim_processed/images/train_val/f_r_163_.jpg,data/suim_processed/masks/train_val/f_r_163_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_163_
train_val,f_r_1660_,data/suim_processed/images/train_val/f_r_1660_.jpg,data/suim_processed/masks/train_val/f_r_1660_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1660_
train_val,f_r_1663_,data/suim_processed/images/train_val/f_r_1663_.jpg,data/suim_processed/masks/train_val/f_r_1663_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1663_
train_val,f_r_1664_,data/suim_processed/images/train_val/f_r_1664_.jpg,data/suim_processed/masks/train_val/f_r_1664_.png,640,480,640,480,0,0|6|7,bit_threshold,25697,307200,25697,0.0836490885416666,False,none,scene:f_r_1664_
train_val,f_r_1679_,data/suim_processed/images/train_val/f_r_1679_.jpg,data/suim_processed/masks/train_val/f_r_1679_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1679_
train_val,f_r_1684_,data/suim_processed/images/train_val/f_r_1684_.jpg,data/suim_processed/masks/train_val/f_r_1684_.png,640,480,640,480,0,0|1|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1684_
train_val,f_r_1685_,data/suim_processed/images/train_val/f_r_1685_.jpg,data/suim_processed/masks/train_val/f_r_1685_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1685_
train_val,f_r_1691_,data/suim_processed/images/train_val/f_r_1691_.jpg,data/suim_processed/masks/train_val/f_r_1691_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1691_
train_val,f_r_1696_,data/suim_processed/images/train_val/f_r_1696_.jpg,data/suim_processed/masks/train_val/f_r_1696_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1696_
train_val,f_r_1698_,data/suim_processed/images/train_val/f_r_1698_.jpg,data/suim_processed/masks/train_val/f_r_1698_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1698_
train_val,f_r_1709_,data/suim_processed/images/train_val/f_r_1709_.jpg,data/suim_processed/masks/train_val/f_r_1709_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1709_
train_val,f_r_1731_,data/suim_processed/images/train_val/f_r_1731_.jpg,data/suim_processed/masks/train_val/f_r_1731_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1731_
train_val,f_r_1736_,data/suim_processed/images/train_val/f_r_1736_.jpg,data/suim_processed/masks/train_val/f_r_1736_.png,640,480,640,480,0,0|1|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1736_
train_val,f_r_173_,data/suim_processed/images/train_val/f_r_173_.jpg,data/suim_processed/masks/train_val/f_r_173_.png,640,480,640,480,0,2|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_173_
train_val,f_r_1745_,data/suim_processed/images/train_val/f_r_1745_.jpg,data/suim_processed/masks/train_val/f_r_1745_.png,640,480,640,480,0,0|2|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1745_
train_val,f_r_1754_,data/suim_processed/images/train_val/f_r_1754_.jpg,data/suim_processed/masks/train_val/f_r_1754_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1754_
train_val,f_r_1769_,data/suim_processed/images/train_val/f_r_1769_.jpg,data/suim_processed/masks/train_val/f_r_1769_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1769_
train_val,f_r_1770_,data/suim_processed/images/train_val/f_r_1770_.jpg,data/suim_processed/masks/train_val/f_r_1770_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1770_
train_val,f_r_1791_,data/suim_processed/images/train_val/f_r_1791_.jpg,data/suim_processed/masks/train_val/f_r_1791_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1791_
train_val,f_r_1811_,data/suim_processed/images/train_val/f_r_1811_.jpg,data/suim_processed/masks/train_val/f_r_1811_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1811_
train_val,f_r_1821_,data/suim_processed/images/train_val/f_r_1821_.jpg,data/suim_processed/masks/train_val/f_r_1821_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1821_
train_val,f_r_1847_,data/suim_processed/images/train_val/f_r_1847_.jpg,data/suim_processed/masks/train_val/f_r_1847_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1847_
train_val,f_r_1883_,data/suim_processed/images/train_val/f_r_1883_.jpg,data/suim_processed/masks/train_val/f_r_1883_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1883_
train_val,f_r_1901_,data/suim_processed/images/train_val/f_r_1901_.jpg,data/suim_processed/masks/train_val/f_r_1901_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1901_
train_val,f_r_1937_,data/suim_processed/images/train_val/f_r_1937_.jpg,data/suim_processed/masks/train_val/f_r_1937_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1937_
train_val,f_r_1939_,data/suim_processed/images/train_val/f_r_1939_.jpg,data/suim_processed/masks/train_val/f_r_1939_.png,960,540,960,540,0,5|6|7,bit_threshold,0,518400,0,0.0,False,none,scene:f_r_1939_
train_val,f_r_1943_,data/suim_processed/images/train_val/f_r_1943_.jpg,data/suim_processed/masks/train_val/f_r_1943_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1943_
train_val,f_r_1946_,data/suim_processed/images/train_val/f_r_1946_.jpg,data/suim_processed/masks/train_val/f_r_1946_.png,640,480,640,480,0,2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1946_
