sample_id_a,sample_id_b,distance,evidence
uiis_train_001077,uiis_train_002432,0,phash_le_2
uiis_train_001081,uiis_train_002070,0,phash_le_2
uiis_train_001088,uiis_train_002274,0,phash_le_2
uiis_train_001089,uiis_train_003331,0,phash_le_2
uiis_train_001089,uiis_val_000387,0,phash_le_2
uiis_train_001091,uiis_train_002247,0,phash_le_2
uiis_train_001092,uiis_train_003364,0,phash_le_2
uiis_train_001092,uiis_val_000054,0,phash_le_2
uiis_train_001093,uiis_train_002276,0,phash_le_2
uiis_train_001095,uiis_train_002314,0,phash_le_2
uiis_train_001097,uiis_train_002632,0,phash_le_2
uiis_train_001100,uiis_train_002328,0,phash_le_2
uiis_train_001102,uiis_val_000365,0,phash_le_2
uiis_train_001106,uiis_train_002437,0,phash_le_2
uiis_train_001111,uiis_train_002446,0,phash_le_2
uiis_train_001111,uiis_train_003732,2,phash_le_2
uiis_train_001112,uiis_train_002291,0,phash_le_2
uiis_train_001119,uiis_val_000058,0,phash_le_2
uiis_train_001123,uiis_val_000398,0,phash_le_2
uiis_train_001130,uiis_val_000381,0,phash_le_2
uiis_train_001131,uiis_train_002441,0,phash_le_2
uiis_train_001135,uiis_train_002380,0,phash_le_2
uiis_train_001136,uiis_train_002439,0,phash_le_2
uiis_train_001137,uiis_val_000402,0,phash_le_2
uiis_train_001138,uiis_train_002337,0,phash_le_2
uiis_train_001140,uiis_train_002303,0,phash_le_2
uiis_train_001141,uiis_train_002235,0,phash_le_2
uiis_train_001148,uiis_train_002259,0,phash_le_2
uiis_train_001149,uiis_train_002540,0,phash_le_2
uiis_train_001153,uiis_val_000334,0,phash_le_2
uiis_train_001154,uiis_train_002486,0,phash_le_2
uiis_train_001159,uiis_train_002454,0,phash_le_2
uiis_train_001160,uiis_train_002255,0,phash_le_2
uiis_train_001162,uiis_train_002611,0,phash_le_2
uiis_train_001164,uiis_train_002245,0,phash_le_2
uiis_train_001165,uiis_train_002481,0,phash_le_2
uiis_train_001168,uiis_train_002608,0,phash_le_2
uiis_train_001170,uiis_train_001780,0,phash_le_2
uiis_train_001170,uiis_train_003366,0,phash_le_2
uiis_train_001171,uiis_train_002444,0,phash_le_2
uiis_train_001172,uiis_train_002644,0,phash_le_2
uiis_train_001173,uiis_train_002250,0,phash_le_2
uiis_train_001174,uiis_train_002561,0,phash_le_2
uiis_train_001176,uiis_train_002451,0,phash_le_2
uiis_train_001177,uiis_train_002489,0,phash_le_2
uiis_train_001178,uiis_val_000385,0,phash_le_2
uiis_train_001179,uiis_train_002479,0,phash_le_2
uiis_train_001187,uiis_train_002600,0,phash_le_2
uiis_train_001189,uiis_train_002360,0,phash_le_2
uiis_train_001190,uiis_train_002501,0,phash_le_2
uiis_train_001193,uiis_train_002348,0,phash_le_2
uiis_train_001194,uiis_train_002625,0,phash_le_2
uiis_train_001197,uiis_train_002447,0,phash_le_2
uiis_train_001203,uiis_train_002338,0,phash_le_2
uiis_train_001207,uiis_train_001665,0,phash_le_2
uiis_train_001214,uiis_train_001729,0,phash_le_2
uiis_train_001217,uiis_val_000421,0,phash_le_2
uiis_train_001219,uiis_val_000380,0,phash_le_2
uiis_train_001222,uiis_train_002470,0,phash_le_2
uiis_train_001223,uiis_train_002456,0,phash_le_2
uiis_train_001226,uiis_train_003238,2,phash_le_2
uiis_train_001228,uiis_train_002369,0,phash_le_2
uiis_train_001229,uiis_train_002643,0,phash_le_2
uiis_train_001231,uiis_train_002209,0,phash_le_2
uiis_train_001233,uiis_train_002453,0,phash_le_2
uiis_train_001234,uiis_train_002350,0,phash_le_2
uiis_train_001236,uiis_train_002538,0,phash_le_2
uiis_train_001240,uiis_val_000383,0,phash_le_2
uiis_train_001241,uiis_train_002301,0,phash_le_2
uiis_train_001242,uiis_val_000422,2,phash_le_2
uiis_train_001257,uiis_val_000341,0,phash_le_2
uiis_train_001260,uiis_train_002610,0,phash_le_2
uiis_train_001261,uiis_val_000431,0,phash_le_2
uiis_train_001263,uiis_train_002313,0,phash_le_2
uiis_train_001264,uiis_train_002262,0,phash_le_2
uiis_train_001267,uiis_train_001770,0,phash_le_2
uiis_train_001269,uiis_train_002642,0,phash_le_2
uiis_train_001270,uiis_train_002269,0,phash_le_2
uiis_train_001277,uiis_train_002285,0,phash_le_2
uiis_train_001278,uiis_train_002636,0,phash_le_2
uiis_train_001279,uiis_train_002492,0,phash_le_2
uiis_train_001281,uiis_train_002557,0,phash_le_2
uiis_train_001299,uiis_train_002465,0,phash_le_2
uiis_train_001300,uiis_val_000265,0,phash_le_2
uiis_train_001301,uiis_train_001967,0,phash_le_2
uiis_train_001304,uiis_train_002272,0,phash_le_2
uiis_train_001305,uiis_train_002398,0,phash_le_2
uiis_train_001307,uiis_train_002477,0,phash_le_2
uiis_train_001308,uiis_train_002544,0,phash_le_2
uiis_train_001314,uiis_train_002579,0,phash_le_2
uiis_train_001319,uiis_train_001786,0,phash_le_2
uiis_train_001322,uiis_train_002471,0,phash_le_2
uiis_train_001323,uiis_train_002221,0,phash_le_2
uiis_train_001325,uiis_train_001772,0,phash_le_2
uiis_train_001326,uiis_train_001633,2,phash_le_2
uiis_train_001327,uiis_train_003237,0,phash_le_2
uiis_train_001328,uiis_train_001700,0,phash_le_2
uiis_train_001333,uiis_train_002583,0,phash_le_2
uiis_train_001337,uiis_train_002030,0,phash_le_2
uiis_train_001343,uiis_train_002617,0,phash_le_2
uiis_train_001352,uiis_train_002277,0,phash_le_2
uiis_train_001354,uiis_train_002493,0,phash_le_2
uiis_train_001356,uiis_train_001869,0,phash_le_2
uiis_train_001358,uiis_train_002222,0,phash_le_2
uiis_train_001361,uiis_train_002483,0,phash_le_2
uiis_train_001363,uiis_train_001641,0,phash_le_2
uiis_train_001368,uiis_train_002508,0,phash_le_2
uiis_train_001369,uiis_train_003285,0,phash_le_2
uiis_train_001369,uiis_val_000034,0,phash_le_2
uiis_train_001370,uiis_train_002500,0,phash_le_2
uiis_train_001371,uiis_train_002498,0,phash_le_2
uiis_train_001372,uiis_val_000324,0,phash_le_2
uiis_train_001373,uiis_train_002519,0,phash_le_2
uiis_train_001375,uiis_train_002201,2,phash_le_2
uiis_train_001378,uiis_train_002210,0,phash_le_2
uiis_train_001380,uiis_train_002517,0,phash_le_2
uiis_train_001384,uiis_train_002236,0,phash_le_2
uiis_train_001386,uiis_train_002266,0,phash_le_2
uiis_train_001388,uiis_train_002520,0,phash_le_2
uiis_train_001389,uiis_train_002273,0,phash_le_2
uiis_train_001390,uiis_train_002282,0,phash_le_2
uiis_train_001391,uiis_train_001557,0,phash_le_2
uiis_train_001392,uiis_train_002289,0,phash_le_2
uiis_train_001392,uiis_train_003239,0,phash_le_2
uiis_train_001395,uiis_train_002299,0,phash_le_2
uiis_train_001397,uiis_train_002306,0,phash_le_2
uiis_train_001398,uiis_train_002310,0,phash_le_2
uiis_train_001398,uiis_train_003304,0,phash_le_2
uiis_train_001399,uiis_train_002318,0,phash_le_2
uiis_train_001404,uiis_train_002315,2,phash_le_2
uiis_train_001404,uiis_val_000395,0,phash_le_2
uiis_train_001407,uiis_val_000394,0,phash_le_2
uiis_train_001408,uiis_train_002530,0,phash_le_2
uiis_train_001409,uiis_train_002349,0,phash_le_2
uiis_train_001410,uiis_val_000328,0,phash_le_2
uiis_train_001411,uiis_val_000401,0,phash_le_2
uiis_train_001415,uiis_train_002390,0,phash_le_2
uiis_train_001417,uiis_train_002180,0,phash_le_2
uiis_train_001418,uiis_train_002537,0,phash_le_2
uiis_train_001419,uiis_train_002570,0,phash_le_2
uiis_train_001421,uiis_val_000429,0,phash_le_2
uiis_train_001422,uiis_train_002393,0,phash_le_2
uiis_train_001424,uiis_train_002592,0,phash_le_2
uiis_train_001426,uiis_train_002151,0,phash_le_2
uiis_train_001429,uiis_train_002607,0,phash_le_2
uiis_train_001431,uiis_train_002614,0,phash_le_2
uiis_train_001435,uiis_train_003882,0,phash_le_2
uiis_train_001436,uiis_train_001552,0,phash_le_2
uiis_train_001437,uiis_train_002392,0,phash_le_2
uiis_train_001438,uiis_train_002630,0,phash_le_2
uiis_train_001444,uiis_train_002007,0,phash_le_2
uiis_train_001447,uiis_train_003260,0,phash_le_2
uiis_train_001451,uiis_train_001455,0,phash_le_2
uiis_train_001454,uiis_train_001746,0,phash_le_2
uiis_train_001464,uiis_train_002400,0,phash_le_2
uiis_train_001470,uiis_train_001901,0,phash_le_2
uiis_train_001488,uiis_train_002067,0,phash_le_2
uiis_train_001489,uiis_train_002275,0,phash_le_2
uiis_train_001496,uiis_train_003289,0,phash_le_2
uiis_train_001496,uiis_val_000083,0,phash_le_2
uiis_train_001498,uiis_train_002859,0,phash_le_2
uiis_train_001500,uiis_train_002073,0,phash_le_2
uiis_train_001501,uiis_val_000561,0,phash_le_2
uiis_train_001503,uiis_train_003225,0,phash_le_2
uiis_train_001504,uiis_val_000287,0,phash_le_2
uiis_train_001505,uiis_train_001566,0,phash_le_2
uiis_train_001507,uiis_train_002044,0,phash_le_2
uiis_train_001510,uiis_train_002995,0,phash_le_2
uiis_train_001515,uiis_train_002816,0,phash_le_2
uiis_train_001516,uiis_train_003102,0,phash_le_2
uiis_train_001517,uiis_train_002998,2,phash_le_2
uiis_train_001518,uiis_train_002905,0,phash_le_2
uiis_train_001519,uiis_train_003200,0,phash_le_2
uiis_train_001519,uiis_val_000133,0,phash_le_2
uiis_train_001520,uiis_train_002139,0,phash_le_2
uiis_train_001521,uiis_train_003034,0,phash_le_2
uiis_train_001523,uiis_train_003035,0,phash_le_2
uiis_train_001523,uiis_val_000116,0,phash_le_2
uiis_train_001525,uiis_train_001592,0,phash_le_2
uiis_train_001526,uiis_train_002064,0,phash_le_2
uiis_train_001529,uiis_train_002922,0,phash_le_2
uiis_train_001532,uiis_val_000510,0,phash_le_2
uiis_train_001533,uiis_val_000564,0,phash_le_2
uiis_train_001533,uiis_val_000565,0,phash_le_2
uiis_train_001534,uiis_train_003204,0,phash_le_2
uiis_train_001534,uiis_train_003310,0,phash_le_2
