uiis_sample_id,reason,exclusion_type,evidence,related_sample_id
uiis_train_000207,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000213,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000217,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000222,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000223,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000226,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000237,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000262,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000272,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000286,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000292,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000293,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000301,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000306,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000307,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000317,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000327,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000331,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000336,visual_phash4_same_scene_with_suim,suim_overlap_visual_review,pHash distance = 4; completed visual review,f_r_1355_
uiis_train_000337,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000358,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000383,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000393,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000414,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000420,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000427,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000449,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000456,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000494,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000495,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000503,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000508,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000513,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000527,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000538,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000548,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000576,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000581,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000613,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000622,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000623,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000624,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000634,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000642,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000665,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000672,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000729,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000744,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000747,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000754,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000788,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000816,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000824,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000831,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000840,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000844,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000851,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000853,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000854,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000859,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000861,visual_phash4_same_scene_with_suim,suim_overlap_visual_review,pHash distance = 4; completed visual review,f_r_370_
uiis_train_000863,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000867,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000868,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000872,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000874,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000875,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000879,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000883,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000884,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000889,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000892,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000893,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000894,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000895,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000896,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000901,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000905,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000906,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000910,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000916,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000920,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000922,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000924,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000933,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000936,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000941,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000947,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000948,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000964,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000970,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000973,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000978,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000981,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000983,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000986,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000990,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000991,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000994,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000997,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000998,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_000999,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001000,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001003,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001004,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001007,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001009,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001011,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001012,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001013,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001015,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001020,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001022,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001024,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001027,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001035,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001037,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001041,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001043,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001047,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001049,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001051,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001053,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001054,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001055,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001064,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001067,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001071,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001072,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001074,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001078,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001079,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001080,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001082,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001084,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001085,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001086,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001087,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001090,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001094,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001099,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001104,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001105,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001107,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001108,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001109,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001110,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001114,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001116,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001117,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001118,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001120,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001121,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001125,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001126,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001129,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001133,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001139,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001147,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001150,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001151,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001152,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001156,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001157,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001158,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001161,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001163,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001167,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001175,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001180,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001181,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001182,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001183,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001186,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001188,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001191,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001192,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001196,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001199,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001200,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001204,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001205,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001206,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001209,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001211,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001212,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001215,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001216,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001220,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001227,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001237,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001238,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001244,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001245,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001247,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001248,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001250,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001251,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001252,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001254,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001255,exact_sha256_overlap_with_suim,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001268,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001273,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001274,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001275,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
uiis_train_001276,conservative_phash_le_2_overlap_screen,suim_overlap_automatic,exact SHA-256 or conservative pHash distance <= 2,
