uiis_sample_id,uiis_image_path,suim_sample_id,suim_partition,suim_image_path,phash_distance,review_decision,reviewer,review_date,notes
uiis_train_000272,data\uiis_raw\train\L_275.jpg,f_r_1736_,train,data/suim_processed/images/train_val/f_r_1736_.jpg,2,pending,,,
uiis_train_000286,data\uiis_raw\train\L_3.jpg,f_r_301_,train,data/suim_processed/images/train_val/f_r_301_.jpg,0,pending,,,
uiis_train_000292,data\uiis_raw\train\L_306.jpg,f_r_1033_,test,data/suim_processed/images/test/f_r_1033_.jpg,2,pending,,,
uiis_train_000293,data\uiis_raw\train\L_307.jpg,n_l_8_,train,data/suim_processed/images/train_val/n_l_8_.jpg,0,pending,,,
uiis_train_000301,data\uiis_raw\train\L_315.jpg,n_l_46_,train,data/suim_processed/images/train_val/n_l_46_.jpg,0,pending,,,
uiis_train_000306,data\uiis_raw\train\L_322.jpg,f_r_1355_,train,data/suim_processed/images/train_val/f_r_1355_.jpg,0,pending,,,
uiis_train_000307,data\uiis_raw\train\L_323.jpg,f_r_1451_,train,data/suim_processed/images/train_val/f_r_1451_.jpg,0,pending,,,
uiis_train_000317,data\uiis_raw\train\L_333.jpg,f_r_1495_,train,data/suim_processed/images/train_val/f_r_1495_.jpg,0,pending,,,
uiis_train_000327,data\uiis_raw\train\L_343.jpg,f_r_280_,val,data/suim_processed/images/train_val/f_r_280_.jpg,0,pending,,,
uiis_train_000331,data\uiis_raw\train\L_347.jpg,f_r_289_,train,data/suim_processed/images/train_val/f_r_289_.jpg,0,pending,,,
uiis_train_000336,data\uiis_raw\train\L_352.jpg,f_r_1355_,train,data/suim_processed/images/train_val/f_r_1355_.jpg,4,pending,,,
uiis_train_000337,data\uiis_raw\train\L_354.jpg,f_r_635_,train,data/suim_processed/images/train_val/f_r_635_.jpg,0,pending,,,
uiis_train_000358,data\uiis_raw\train\L_379.jpg,f_r_1451_,train,data/suim_processed/images/train_val/f_r_1451_.jpg,0,pending,,,
uiis_train_000383,data\uiis_raw\train\L_406.jpg,f_r_1537_,train,data/suim_processed/images/train_val/f_r_1537_.jpg,0,pending,,,
uiis_train_000393,data\uiis_raw\train\L_417.jpg,f_r_675_,train,data/suim_processed/images/train_val/f_r_675_.jpg,0,pending,,,
uiis_train_000414,data\uiis_raw\train\L_440.jpg,f_r_1537_,train,data/suim_processed/images/train_val/f_r_1537_.jpg,0,pending,,,
uiis_train_000420,data\uiis_raw\train\L_447.jpg,f_r_2055_,calibration,data/suim_processed/images/train_val/f_r_2055_.jpg,0,pending,,,
uiis_train_000427,data\uiis_raw\train\L_456.jpg,f_r_1530_,train,data/suim_processed/images/train_val/f_r_1530_.jpg,0,pending,,,
uiis_train_000449,data\uiis_raw\train\L_478.jpg,f_r_1956_,train,data/suim_processed/images/train_val/f_r_1956_.jpg,0,pending,,,
uiis_train_000456,data\uiis_raw\train\L_485.jpg,f_r_173_,train,data/suim_processed/images/train_val/f_r_173_.jpg,0,pending,,,
uiis_train_000494,data\uiis_raw\train\L_542.jpg,f_r_624_,train,data/suim_processed/images/train_val/f_r_624_.jpg,0,pending,,,
uiis_train_000495,data\uiis_raw\train\L_546.jpg,f_r_1033_,test,data/suim_processed/images/test/f_r_1033_.jpg,2,pending,,,
uiis_train_000503,data\uiis_raw\train\L_561.jpg,f_r_970_,train,data/suim_processed/images/train_val/f_r_970_.jpg,2,pending,,,
uiis_train_000508,data\uiis_raw\train\L_573.jpg,n_l_62_,train,data/suim_processed/images/train_val/n_l_62_.jpg,0,pending,,,
uiis_train_000513,data\uiis_raw\train\L_585.jpg,f_r_484_,train,data/suim_processed/images/train_val/f_r_484_.jpg,2,pending,,,
uiis_train_000527,data\uiis_raw\train\L_611.jpg,f_r_557_,train,data/suim_processed/images/train_val/f_r_557_.jpg,2,pending,,,
uiis_train_000538,data\uiis_raw\train\L_630.jpg,f_r_1409_,train,data/suim_processed/images/train_val/f_r_1409_.jpg,0,pending,,,
uiis_train_000548,data\uiis_raw\train\L_644.jpg,f_r_1409_,train,data/suim_processed/images/train_val/f_r_1409_.jpg,0,pending,,,
uiis_train_000576,data\uiis_raw\train\L_672.jpg,f_r_480_,train,data/suim_processed/images/train_val/f_r_480_.jpg,2,pending,,,
uiis_train_000581,data\uiis_raw\train\L_679.jpg,f_r_1495_,train,data/suim_processed/images/train_val/f_r_1495_.jpg,0,pending,,,
uiis_train_000613,data\uiis_raw\train\L_716.jpg,f_r_183_,calibration,data/suim_processed/images/train_val/f_r_183_.jpg,0,pending,,,
uiis_train_000622,data\uiis_raw\train\L_724.jpg,f_r_1962_,val,data/suim_processed/images/train_val/f_r_1962_.jpg,0,pending,,,
uiis_train_000623,data\uiis_raw\train\L_725.jpg,f_r_1819_,train,data/suim_processed/images/train_val/f_r_1819_.jpg,2,pending,,,
uiis_train_000624,data\uiis_raw\train\L_726.jpg,f_r_1152_,train,data/suim_processed/images/train_val/f_r_1152_.jpg,2,pending,,,
uiis_train_000634,data\uiis_raw\train\L_735.jpg,f_r_583_,train,data/suim_processed/images/train_val/f_r_583_.jpg,0,pending,,,
uiis_train_000642,data\uiis_raw\train\L_743.jpg,f_r_597_,train,data/suim_processed/images/train_val/f_r_597_.jpg,0,pending,,,
uiis_train_000665,data\uiis_raw\train\L_770.jpg,f_r_430_,train,data/suim_processed/images/train_val/f_r_430_.jpg,2,pending,,,
uiis_train_000672,data\uiis_raw\train\L_78.jpg,f_r_1327_,train,data/suim_processed/images/train_val/f_r_1327_.jpg,0,pending,,,
uiis_train_000729,data\uiis_raw\train\L_851.jpg,f_r_141_,val,data/suim_processed/images/train_val/f_r_141_.jpg,0,pending,,,
uiis_train_000744,data\uiis_raw\train\L_87.jpg,f_r_1821_,train,data/suim_processed/images/train_val/f_r_1821_.jpg,0,pending,,,
uiis_train_000747,data\uiis_raw\train\L_873.jpg,f_r_289_,train,data/suim_processed/images/train_val/f_r_289_.jpg,0,pending,,,
uiis_train_000754,data\uiis_raw\train\L_88.jpg,f_r_568_,train,data/suim_processed/images/train_val/f_r_568_.jpg,2,pending,,,
uiis_train_000788,data\uiis_raw\train\L_914.jpg,f_r_624_,train,data/suim_processed/images/train_val/f_r_624_.jpg,0,pending,,,
uiis_train_000816,data\uiis_raw\train\L_945.jpg,f_r_1623_,train,data/suim_processed/images/train_val/f_r_1623_.jpg,0,pending,,,
uiis_train_000824,data\uiis_raw\train\L_954.jpg,d_r_298_,train,data/suim_processed/images/train_val/d_r_298_.jpg,0,pending,,,
uiis_train_000831,data\uiis_raw\train\L_963.jpg,f_r_123_,train,data/suim_processed/images/train_val/f_r_123_.jpg,0,pending,,,
uiis_train_000840,data\uiis_raw\train\XL_1.jpg,n_l_26_,test,data/suim_processed/images/test/n_l_26_.jpg,0,pending,,,
uiis_train_000844,data\uiis_raw\train\XL_1002.jpg,f_r_974_,train,data/suim_processed/images/train_val/f_r_974_.jpg,0,pending,,,
uiis_train_000851,data\uiis_raw\train\XL_101.jpg,f_r_3_,train,data/suim_processed/images/train_val/f_r_3_.jpg,0,pending,,,
uiis_train_000853,data\uiis_raw\train\XL_1011.jpg,f_r_312_,train,data/suim_processed/images/train_val/f_r_312_.jpg,0,pending,,,
uiis_train_000854,data\uiis_raw\train\XL_1012.jpg,d_r_624_,val,data/suim_processed/images/train_val/d_r_624_.jpg,0,pending,,,
uiis_train_000854,data\uiis_raw\train\XL_1012.jpg,n_l_23_,val,data/suim_processed/images/train_val/n_l_23_.jpg,0,pending,,,
uiis_train_000859,data\uiis_raw\train\XL_1018.jpg,f_r_1517_,train,data/suim_processed/images/train_val/f_r_1517_.jpg,0,pending,,,
uiis_train_000861,data\uiis_raw\train\XL_102.jpg,f_r_370_,train,data/suim_processed/images/train_val/f_r_370_.jpg,4,pending,,,
uiis_train_000863,data\uiis_raw\train\XL_1021.jpg,f_r_152_,train,data/suim_processed/images/train_val/f_r_152_.jpg,0,pending,,,
uiis_train_000867,data\uiis_raw\train\XL_1025.jpg,n_l_8_,train,data/suim_processed/images/train_val/n_l_8_.jpg,0,pending,,,
uiis_train_000868,data\uiis_raw\train\XL_1026.jpg,f_r_963_,train,data/suim_processed/images/train_val/f_r_963_.jpg,0,pending,,,
uiis_train_000872,data\uiis_raw\train\XL_1030.jpg,f_r_1216_,train,data/suim_processed/images/train_val/f_r_1216_.jpg,0,pending,,,
uiis_train_000874,data\uiis_raw\train\XL_1032.jpg,f_r_1026_,train,data/suim_processed/images/train_val/f_r_1026_.jpg,0,pending,,,
uiis_train_000875,data\uiis_raw\train\XL_1034.jpg,f_r_698_,train,data/suim_processed/images/train_val/f_r_698_.jpg,0,pending,,,
uiis_train_000879,data\uiis_raw\train\XL_1039.jpg,f_r_1822_,train,data/suim_processed/images/train_val/f_r_1822_.jpg,0,pending,,,
uiis_train_000883,data\uiis_raw\train\XL_1044.jpg,f_r_55_,train,data/suim_processed/images/train_val/f_r_55_.jpg,0,pending,,,
uiis_train_000884,data\uiis_raw\train\XL_1046.jpg,f_r_470_,train,data/suim_processed/images/train_val/f_r_470_.jpg,0,pending,,,
uiis_train_000889,data\uiis_raw\train\XL_1053.jpg,f_r_13_,test,data/suim_processed/images/test/f_r_13_.jpg,0,pending,,,
uiis_train_000892,data\uiis_raw\train\XL_1057.jpg,f_r_683_,calibration,data/suim_processed/images/train_val/f_r_683_.jpg,2,pending,,,
uiis_train_000893,data\uiis_raw\train\XL_1058.jpg,f_r_663_,train,data/suim_processed/images/train_val/f_r_663_.jpg,0,pending,,,
uiis_train_000894,data\uiis_raw\train\XL_106.jpg,f_r_1973_,train,data/suim_processed/images/train_val/f_r_1973_.jpg,0,pending,,,
uiis_train_000894,data\uiis_raw\train\XL_106.jpg,n_l_85_,train,data/suim_processed/images/train_val/n_l_85_.jpg,0,pending,,,
uiis_train_000895,data\uiis_raw\train\XL_1060.jpg,d_r_739_,train,data/suim_processed/images/train_val/d_r_739_.jpg,0,pending,,,
uiis_train_000896,data\uiis_raw\train\XL_1061.jpg,w_r_19_,train,data/suim_processed/images/train_val/w_r_19_.jpg,0,pending,,,
uiis_train_000901,data\uiis_raw\train\XL_1067.jpg,d_r_386_,test,data/suim_processed/images/test/d_r_386_.jpg,0,pending,,,
uiis_train_000905,data\uiis_raw\train\XL_1071.jpg,f_r_1863_,train,data/suim_processed/images/train_val/f_r_1863_.jpg,0,pending,,,
uiis_train_000906,data\uiis_raw\train\XL_1072.jpg,f_r_773_,train,data/suim_processed/images/train_val/f_r_773_.jpg,0,pending,,,
uiis_train_000910,data\uiis_raw\train\XL_1076.jpg,f_r_1452_,test,data/suim_processed/images/test/f_r_1452_.jpg,0,pending,,,
uiis_train_000916,data\uiis_raw\train\XL_1083.jpg,f_r_1599_,train,data/suim_processed/images/train_val/f_r_1599_.jpg,2,pending,,,
uiis_train_000920,data\uiis_raw\train\XL_1087.jpg,f_r_1078_,train,data/suim_processed/images/train_val/f_r_1078_.jpg,0,pending,,,
uiis_train_000922,data\uiis_raw\train\XL_1089.jpg,f_r_339_,train,data/suim_processed/images/train_val/f_r_339_.jpg,0,pending,,,
uiis_train_000924,data\uiis_raw\train\XL_1090.jpg,f_r_1252_,train,data/suim_processed/images/train_val/f_r_1252_.jpg,0,pending,,,
uiis_train_000933,data\uiis_raw\train\XL_11.jpg,f_r_635_,train,data/suim_processed/images/train_val/f_r_635_.jpg,0,pending,,,
uiis_train_000936,data\uiis_raw\train\XL_1101.jpg,f_r_870_,train,data/suim_processed/images/train_val/f_r_870_.jpg,0,pending,,,
uiis_train_000936,data\uiis_raw\train\XL_1101.jpg,n_l_6_,train,data/suim_processed/images/train_val/n_l_6_.jpg,0,pending,,,
uiis_train_000941,data\uiis_raw\train\XL_1108.jpg,d_r_765_,calibration,data/suim_processed/images/train_val/d_r_765_.jpg,0,pending,,,
uiis_train_000947,data\uiis_raw\train\XL_1113.jpg,f_r_2060_,train,data/suim_processed/images/train_val/f_r_2060_.jpg,0,pending,,,
uiis_train_000948,data\uiis_raw\train\XL_1114.jpg,f_r_1224_,train,data/suim_processed/images/train_val/f_r_1224_.jpg,0,pending,,,
uiis_train_000964,data\uiis_raw\train\XL_1131.jpg,f_r_1745_,train,data/suim_processed/images/train_val/f_r_1745_.jpg,0,pending,,,
uiis_train_000970,data\uiis_raw\train\XL_1137.jpg,f_r_147_,train,data/suim_processed/images/train_val/f_r_147_.jpg,0,pending,,,
uiis_train_000973,data\uiis_raw\train\XL_114.jpg,f_r_1743_,calibration,data/suim_processed/images/train_val/f_r_1743_.jpg,0,pending,,,
uiis_train_000978,data\uiis_raw\train\XL_1144.jpg,f_r_1856_,train,data/suim_processed/images/train_val/f_r_1856_.jpg,0,pending,,,
uiis_train_000978,data\uiis_raw\train\XL_1144.jpg,n_l_72_,train,data/suim_processed/images/train_val/n_l_72_.jpg,0,pending,,,
uiis_train_000981,data\uiis_raw\train\XL_1149.jpg,f_r_1180_,train,data/suim_processed/images/train_val/f_r_1180_.jpg,0,pending,,,
uiis_train_000983,data\uiis_raw\train\XL_1150.jpg,f_r_923_,train,data/suim_processed/images/train_val/f_r_923_.jpg,2,pending,,,
uiis_train_000983,data\uiis_raw\train\XL_1150.jpg,n_l_82_,train,data/suim_processed/images/train_val/n_l_82_.jpg,0,pending,,,
uiis_train_000986,data\uiis_raw\train\XL_1153.jpg,f_r_1860_,train,data/suim_processed/images/train_val/f_r_1860_.jpg,0,pending,,,
uiis_train_000990,data\uiis_raw\train\XL_1157.jpg,f_r_583_,train,data/suim_processed/images/train_val/f_r_583_.jpg,0,pending,,,
uiis_train_000991,data\uiis_raw\train\XL_1158.jpg,f_r_1653_,train,data/suim_processed/images/train_val/f_r_1653_.jpg,0,pending,,,
uiis_train_000994,data\uiis_raw\train\XL_1161.jpg,f_r_1985_,train,data/suim_processed/images/train_val/f_r_1985_.jpg,0,pending,,,
uiis_train_000997,data\uiis_raw\train\XL_1164.jpg,d_r_635_,test,data/suim_processed/images/test/d_r_635_.jpg,0,pending,,,
uiis_train_000998,data\uiis_raw\train\XL_1165.jpg,f_r_49_,calibration,data/suim_processed/images/train_val/f_r_49_.jpg,0,pending,,,
uiis_train_000999,data\uiis_raw\train\XL_1166.jpg,d_r_84_,test,data/suim_processed/images/test/d_r_84_.jpg,0,pending,,,
uiis_train_001000,data\uiis_raw\train\XL_1167.jpg,f_r_377_,train,data/suim_processed/images/train_val/f_r_377_.jpg,0,pending,,,
uiis_train_001003,data\uiis_raw\train\XL_1170.jpg,f_r_1176_,calibration,data/suim_processed/images/train_val/f_r_1176_.jpg,0,pending,,,
uiis_train_001004,data\uiis_raw\train\XL_1171.jpg,f_r_440_,calibration,data/suim_processed/images/train_val/f_r_440_.jpg,0,pending,,,
uiis_train_001007,data\uiis_raw\train\XL_1174.jpg,f_r_165_,calibration,data/suim_processed/images/train_val/f_r_165_.jpg,0,pending,,,
uiis_train_001009,data\uiis_raw\train\XL_1177.jpg,f_r_1855_,train,data/suim_processed/images/train_val/f_r_1855_.jpg,0,pending,,,
uiis_train_001011,data\uiis_raw\train\XL_1179.jpg,f_r_741_,train,data/suim_processed/images/train_val/f_r_741_.jpg,0,pending,,,
uiis_train_001012,data\uiis_raw\train\XL_1180.jpg,f_r_1908_,train,data/suim_processed/images/train_val/f_r_1908_.jpg,0,pending,,,
uiis_train_001012,data\uiis_raw\train\XL_1180.jpg,n_l_105_,train,data/suim_processed/images/train_val/n_l_105_.jpg,2,pending,,,
uiis_train_001012,data\uiis_raw\train\XL_1180.jpg,n_l_68_,train,data/suim_processed/images/train_val/n_l_68_.jpg,0,pending,,,
uiis_train_001013,data\uiis_raw\train\XL_1182.jpg,f_r_30_,train,data/suim_processed/images/train_val/f_r_30_.jpg,2,pending,,,
uiis_train_001013,data\uiis_raw\train\XL_1182.jpg,f_r_540_,train,data/suim_processed/images/train_val/f_r_540_.jpg,0,pending,,,
uiis_train_001015,data\uiis_raw\train\XL_1184.jpg,f_r_686_,train,data/suim_processed/images/train_val/f_r_686_.jpg,0,pending,,,
uiis_train_001020,data\uiis_raw\train\XL_119.jpg,f_r_821_,val,data/suim_processed/images/train_val/f_r_821_.jpg,0,pending,,,
uiis_train_001022,data\uiis_raw\train\XL_1191.jpg,d_r_195_,train,data/suim_processed/images/train_val/d_r_195_.jpg,0,pending,,,
uiis_train_001024,data\uiis_raw\train\XL_1193.jpg,f_r_1356_,train,data/suim_processed/images/train_val/f_r_1356_.jpg,2,pending,,,
uiis_train_001027,data\uiis_raw\train\XL_1197.jpg,n_l_0_,test,data/suim_processed/images/test/n_l_0_.jpg,0,pending,,,
uiis_train_001035,data\uiis_raw\train\XL_1207.jpg,f_r_1025_,train,data/suim_processed/images/train_val/f_r_1025_.jpg,0,pending,,,
uiis_train_001037,data\uiis_raw\train\XL_1209.jpg,f_r_1265_,val,data/suim_processed/images/train_val/f_r_1265_.jpg,0,pending,,,
uiis_train_001041,data\uiis_raw\train\XL_1218.jpg,f_r_1471_,test,data/suim_processed/images/test/f_r_1471_.jpg,0,pending,,,
uiis_train_001043,data\uiis_raw\train\XL_1220.jpg,f_r_1088_,train,data/suim_processed/images/train_val/f_r_1088_.jpg,0,pending,,,
uiis_train_001047,data\uiis_raw\train\XL_1224.jpg,f_r_1734_,train,data/suim_processed/images/train_val/f_r_1734_.jpg,0,pending,,,
uiis_train_001049,data\uiis_raw\train\XL_1227.jpg,f_r_725_,train,data/suim_processed/images/train_val/f_r_725_.jpg,0,pending,,,
uiis_train_001049,data\uiis_raw\train\XL_1227.jpg,n_l_75_,train,data/suim_processed/images/train_val/n_l_75_.jpg,0,pending,,,
uiis_train_001051,data\uiis_raw\train\XL_1229.jpg,f_r_1167_,train,data/suim_processed/images/train_val/f_r_1167_.jpg,0,pending,,,
uiis_train_001053,data\uiis_raw\train\XL_1231.jpg,f_r_1433_,train,data/suim_processed/images/train_val/f_r_1433_.jpg,0,pending,,,
uiis_train_001054,data\uiis_raw\train\XL_1232.jpg,f_r_1955_,calibration,data/suim_processed/images/train_val/f_r_1955_.jpg,0,pending,,,
uiis_train_001055,data\uiis_raw\train\XL_1233.jpg,f_r_1920_,test,data/suim_processed/images/test/f_r_1920_.jpg,0,pending,,,
uiis_train_001064,data\uiis_raw\train\XL_1242.jpg,d_r_103_,train,data/suim_processed/images/train_val/d_r_103_.jpg,0,pending,,,
uiis_train_001067,data\uiis_raw\train\XL_1246.jpg,f_r_674_,train,data/suim_processed/images/train_val/f_r_674_.jpg,0,pending,,,
uiis_train_001071,data\uiis_raw\train\XL_125.jpg,f_r_1280_,train,data/suim_processed/images/train_val/f_r_1280_.jpg,0,pending,,,
uiis_train_001072,data\uiis_raw\train\XL_1250.jpg,f_r_534_,calibration,data/suim_processed/images/train_val/f_r_534_.jpg,0,pending,,,
uiis_train_001074,data\uiis_raw\train\XL_1252.jpg,f_r_375_,train,data/suim_processed/images/train_val/f_r_375_.jpg,2,pending,,,
uiis_train_001078,data\uiis_raw\train\XL_1257.jpg,n_l_3_,test,data/suim_processed/images/test/n_l_3_.jpg,0,pending,,,
uiis_train_001079,data\uiis_raw\train\XL_1258.jpg,n_l_88_,train,data/suim_processed/images/train_val/n_l_88_.jpg,0,pending,,,
uiis_train_001080,data\uiis_raw\train\XL_1259.jpg,f_r_1943_,train,data/suim_processed/images/train_val/f_r_1943_.jpg,0,pending,,,
uiis_train_001082,data\uiis_raw\train\XL_1260.jpg,f_r_1694_,val,data/suim_processed/images/train_val/f_r_1694_.jpg,0,pending,,,
uiis_train_001084,data\uiis_raw\train\XL_1262.jpg,f_r_1552_,train,data/suim_processed/images/train_val/f_r_1552_.jpg,2,pending,,,
uiis_train_001085,data\uiis_raw\train\XL_1263.jpg,f_r_235_,train,data/suim_processed/images/train_val/f_r_235_.jpg,0,pending,,,
uiis_train_001086,data\uiis_raw\train\XL_1264.jpg,f_r_2016_,train,data/suim_processed/images/train_val/f_r_2016_.jpg,0,pending,,,
uiis_train_001087,data\uiis_raw\train\XL_1265.jpg,f_r_489_,train,data/suim_processed/images/train_val/f_r_489_.jpg,0,pending,,,
uiis_train_001090,data\uiis_raw\train\XL_1268.jpg,f_r_1365_,train,data/suim_processed/images/train_val/f_r_1365_.jpg,2,pending,,,
uiis_train_001094,data\uiis_raw\train\XL_1271.jpg,f_r_1561_,train,data/suim_processed/images/train_val/f_r_1561_.jpg,0,pending,,,
uiis_train_001099,data\uiis_raw\train\XL_1277.jpg,f_r_973_,train,data/suim_processed/images/train_val/f_r_973_.jpg,0,pending,,,
uiis_train_001104,data\uiis_raw\train\XL_1284.jpg,f_r_2001_,train,data/suim_processed/images/train_val/f_r_2001_.jpg,0,pending,,,
uiis_train_001104,data\uiis_raw\train\XL_1284.jpg,n_l_96_,train,data/suim_processed/images/train_val/n_l_96_.jpg,0,pending,,,
uiis_train_001105,data\uiis_raw\train\XL_1285.jpg,f_r_891_,train,data/suim_processed/images/train_val/f_r_891_.jpg,0,pending,,,
uiis_train_001107,data\uiis_raw\train\XL_1287.jpg,n_l_4_,train,data/suim_processed/images/train_val/n_l_4_.jpg,0,pending,,,
uiis_train_001108,data\uiis_raw\train\XL_1288.jpg,f_r_1547_,train,data/suim_processed/images/train_val/f_r_1547_.jpg,0,pending,,,
uiis_train_001109,data\uiis_raw\train\XL_129.jpg,f_r_171_,val,data/suim_processed/images/train_val/f_r_171_.jpg,0,pending,,,
uiis_train_001110,data\uiis_raw\train\XL_1290.jpg,f_r_1137_,train,data/suim_processed/images/train_val/f_r_1137_.jpg,0,pending,,,
uiis_train_001114,data\uiis_raw\train\XL_1296.jpg,f_r_1381_,train,data/suim_processed/images/train_val/f_r_1381_.jpg,0,pending,,,
uiis_train_001116,data\uiis_raw\train\XL_1298.jpg,f_r_71_,train,data/suim_processed/images/train_val/f_r_71_.jpg,0,pending,,,
uiis_train_001117,data\uiis_raw\train\XL_1299.jpg,f_r_1512_,train,data/suim_processed/images/train_val/f_r_1512_.jpg,0,pending,,,
uiis_train_001118,data\uiis_raw\train\XL_13.jpg,f_r_189_,calibration,data/suim_processed/images/train_val/f_r_189_.jpg,0,pending,,,
uiis_train_001120,data\uiis_raw\train\XL_1300.jpg,d_r_87_,train,data/suim_processed/images/train_val/d_r_87_.jpg,0,pending,,,
uiis_train_001120,data\uiis_raw\train\XL_1300.jpg,n_l_42_,train,data/suim_processed/images/train_val/n_l_42_.jpg,0,pending,,,
uiis_train_001121,data\uiis_raw\train\XL_1302.jpg,f_r_2067_,train,data/suim_processed/images/train_val/f_r_2067_.jpg,0,pending,,,
uiis_train_001125,data\uiis_raw\train\XL_1308.jpg,f_r_684_,train,data/suim_processed/images/train_val/f_r_684_.jpg,0,pending,,,
uiis_train_001126,data\uiis_raw\train\XL_1309.jpg,f_r_1441_,train,data/suim_processed/images/train_val/f_r_1441_.jpg,0,pending,,,
uiis_train_001129,data\uiis_raw\train\XL_1312.jpg,f_r_392_,test,data/suim_processed/images/test/f_r_392_.jpg,0,pending,,,
uiis_train_001133,data\uiis_raw\train\XL_1318.jpg,f_r_1968_,train,data/suim_processed/images/train_val/f_r_1968_.jpg,0,pending,,,
uiis_train_001139,data\uiis_raw\train\XL_1324.jpg,f_r_1136_,train,data/suim_processed/images/train_val/f_r_1136_.jpg,2,pending,,,
uiis_train_001147,data\uiis_raw\train\XL_1331.jpg,f_r_1467_,test,data/suim_processed/images/test/f_r_1467_.jpg,2,pending,,,
