sample_id,source_partition,source_image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,annotation_count,present_classes,pixels_class_0,pixels_class_1,pixels_class_2,pixels_class_3,pixels_class_4,pixels_class_5,pixels_class_6,pixels_class_7,admission_status,admission_reason,scene_group_id
uiis_train_000092,train,92,data\uiis_raw\train\L_1097.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000092.png,f45f420b0d41cbfca5dc0f4f24703d402d41adaa5a78c64e16dd3bc18680205f,da9b5c02af4c5c476e636d8fae7938241b59a185c65e90c12fd10578d5441a4c,256,256,1,0;5,30403,0,0,0,0,35133,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000092
uiis_train_000112,train,112,data\uiis_raw\train\L_1117.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000112.png,335197c1808661114a97e5db1f9a351a74cbcb00416e6490b13a64d11c414a2c,f834a273d763346c3dc30e05d09044a721b56d4955890b4789ea58b8f533c4ab,256,256,23,0;6,54083,0,0,0,0,0,11453,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000112
uiis_train_000115,train,115,data\uiis_raw\train\L_1120.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000115.png,a4bac676c90c7ebe18455548599642bacb27466d06dcb45a48d64cc094caa68c,a47ae2e1b1ffdbdd5b31903b54311ad09633f9923d13b64ef9e3f46277d1d685,320,240,4,0;6;7,54118,0,0,0,0,0,1139,21543,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000003
uiis_train_000121,train,121,data\uiis_raw\train\L_1128.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000121.png,0a5398e8e6a6d3661d8b2b39924f3dcbe4b73980f4f991991c2cc87233846b76,ec3d1070c398cc4dc273aa65d2cd4af7ecf14ccf08358fa77b7d2f78e2198102,256,256,9,0;5;6,52352,0,0,0,0,3761,9423,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000121
uiis_train_000122,train,122,data\uiis_raw\train\L_1129.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000122.png,745846d80dde1694e5c5d3ccf7e08df005aba1087fed6694c80e03b2ae0dedaa,faf098db60381217169d9487f061499c26a1962510c2d87ed954c340c55eb1b8,256,256,4,0;5;6,32117,0,0,0,0,28218,5201,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000122
uiis_train_000130,train,130,data\uiis_raw\train\L_1136.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000130.png,581266b27756f5e6e51582964a2d73779c370855ef162dc4add762ca059cb34b,967cb5192850745d0e2b2fbd1c81b265644a0d5c1b65395f66cca9e4525018c3,256,256,8,0;5;6,56618,0,0,0,0,8643,275,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000130
uiis_train_000133,train,133,data\uiis_raw\train\L_114.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000133.png,6329ba412f09cff2b2c08db9f4653a490107101b8d5b76999190731b2241714c,d4f6d0972d01db0c397572890c3c9ac4281f5e5d5bb31c0ef8fcfa700dce754b,320,240,2,0;5;6,66065,0,0,0,0,3958,6777,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000133
uiis_train_000136,train,136,data\uiis_raw\train\L_1146.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000136.png,0baa0c66d2ecceb77be929f4f85441c33c7b214abe66195390c5ef58b603ccb0,24daec8654a249d6aa26324e913ead7cf8515be977ff650f55ad5ad45b918340,320,240,2,0;6;7,37312,0,0,0,0,0,2128,37360,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000136
uiis_train_000139,train,139,data\uiis_raw\train\L_1149.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000139.png,cca7642021954acdaffe0bdae9837e881ee67cbadaba4c025684ab9ed8f62640,def6e2a20e9536a93045db9375eda077a0d402915a3cbdb1729bd07380614d9b,320,240,1,0;5,30498,0,0,0,0,46302,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000139
uiis_train_000143,train,143,data\uiis_raw\train\L_1153.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000143.png,831a11c74733ace06dd328b979f13e1621d10410804405b650cc0636184c4d7f,b12279be6198463ef309ff482e42545df105fefbdcca002bfecd99e41de92543,320,240,2,0;5,22948,0,0,0,0,53852,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000143
uiis_train_000157,train,157,data\uiis_raw\train\L_124.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000157.png,b60cafc56553ab7b50f0e227f2b719d3a9453431b125ba46283d0ab1b540ac16,8da1b83b54d9a261f61e2f99c445383a45dcabd3c650d009b9e57d9dad6fc3a7,256,256,2,0;5;6,51175,0,0,0,0,3642,10719,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000157
uiis_train_000158,train,158,data\uiis_raw\train\L_125.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000158.png,27728915c4641037ce51f5eb8bd371bc19dff9419a7f347059f685cf4843218f,f576d5f30f0c0943b7853d96007fdd425f4b20e21c6bdc6c643c26d3db32fee1,320,240,1,0;6,46909,0,0,0,0,0,29891,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000158
uiis_train_000166,train,166,data\uiis_raw\train\L_134.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000166.png,05356b5e50bdfed4d9e00640e9b20ace4df0185393b79aeaf27b5f2d481b4caf,c2f1c44e4a2c664339a1e84e271af3aeca23150f218378c8c441f440f0cf76dd,256,256,13,0;5;6,47593,0,0,0,0,15791,2152,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000166
uiis_train_000182,train,182,data\uiis_raw\train\L_157.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000182.png,2459964603885a9cc3765b9cace67bb8378d8b4a9be16f5a46ad4be01650c3ad,dd864dde61ad0d1298ce70f1d94761740b0cce14dc4172a66c692f2de8eb783f,256,256,5,0;2;5;6,45177,0,3197,0,0,16047,1115,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000182
uiis_train_000199,train,199,data\uiis_raw\train\L_173.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000199.png,7ef089974ce46b99a8e97f48c3e00b005cae25815ff5d65ca085e8047c7228e5,0575a4ab4389a10feacf2269d4b98e4ab2f7d49c99143ccdf55b8735aeda55d5,256,256,2,0;5;6,48353,0,0,0,0,15155,2028,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000199
uiis_train_000200,train,200,data\uiis_raw\train\L_175.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000200.png,5bee082920809e8039846280d3f444734062a8c24fabd16be6255ab1d281ce1b,b777f590d8fc7141e6301df8d1a1593039e38e53fa786790242eb99ffdcd1d43,256,256,4,0;5;6,46721,0,0,0,0,15377,3438,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000200
uiis_train_000206,train,206,data\uiis_raw\train\L_181.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000206.png,4e61f840a72ef8940ca2ac4bdc9b66180255d945f3b3421cbb566de2ca64f631,f142c968e9f37625eaa8a66ed00d348fd57589ccd0db1c7975d61b2f96338b5c,256,256,1,0;6,61181,0,0,0,0,0,4355,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000206
uiis_train_000209,train,209,data\uiis_raw\train\L_186.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000209.png,754117dc3afe615d3dcd4a61065b47836b4bb07240ccd49208cf3249faf8fdfa,a46218d0bb309182bd7dd38b728ce02df8398ff397a3b35d28dd0e126c5072ac,320,240,9,0;5;6,34324,0,0,0,0,41161,1315,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000209
uiis_train_000218,train,218,data\uiis_raw\train\L_199.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000218.png,6a73d61c7ecdebc8df2e45d9f55adc5fc50173cdf7ffb2cfdb71769e6a62af7d,12f5f8f30e42f346c2dd056d5708721facb8445eac3759833ff06fd9537a6943,256,256,4,0;5;6,46951,0,0,0,0,17465,1120,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000218
uiis_train_000224,train,224,data\uiis_raw\train\L_207.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000224.png,53a6691f0d0763a820e741c2a104c312263c398fd0a7163e633e8f57680a85e7,e03b03666e964efb33c14ad5e1e9e865a465076b797f7ea67321ced7c5be347a,256,256,1,0;6,44818,0,0,0,0,0,20718,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000224
uiis_train_000225,train,225,data\uiis_raw\train\L_208.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000225.png,fa2ef6993ae3ba1724cfc734e1d1a639c829220034cfb88c34beb972715f4c5d,11747f32cf639357cd3e6039401ab526b040f4cae6917a9e678adb560993f3e8,320,240,1,0;5,75289,0,0,0,0,1511,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000225
uiis_train_000234,train,234,data\uiis_raw\train\L_22.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000234.png,5d6e393bd07655341a5cb365ef37022184a50d485fa3a4430ab8e833d091bcc6,efa3bcab0cf176be87f159351019683e8d66cd075f7ae983bdf2b5403500aae0,256,256,3,0;5;6,8891,0,0,0,0,55135,1510,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000234
uiis_train_000242,train,242,data\uiis_raw\train\L_229.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000242.png,8de80da9348f72f037c35dbdf4951c2310b924582578d4b4e78ced7f6d25f602,406c09644e15ed51e80fc546e83d94a25ba81fa76c17f5b6563d23ce70366f05,256,256,1,0;5,39714,0,0,0,0,25822,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000242
uiis_train_000253,train,253,data\uiis_raw\train\L_249.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000253.png,7915adf275a6ac2f99f9c8fa4da9977f3417a809d44f2b5714243d707cd8a7ec,8a2077b997cf7aaec3e5d560ccf9c3152b0edac6e679118db90db30dfb5b8b77,320,240,13,0;1;5;6,71072,739,0,0,0,1140,3849,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000253
uiis_train_000260,train,260,data\uiis_raw\train\L_259.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000260.png,6be4c2d7e6ee2b8764002cbf1292fa75e5a97098e4ce3130fd92e21c25b2ec50,d9d0bdd1fc5217af5db610f9d27f2bfeb038d5b7c54a88d8994433d6faf75862,320,240,1,0;5,45876,0,0,0,0,30924,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000260
uiis_train_000261,train,261,data\uiis_raw\train\L_260.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000261.png,0127518fb86fd72b40ed488cd5a7e566795dc8f79b2a4aa08cbfb02e94cbd47d,55cfcbbfa672dce5f5a80a5f40bf04b96c36955d7a42b35f72d860af99309d8e,256,256,5,0;5,44948,0,0,0,0,20588,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000261
uiis_train_000275,train,275,data\uiis_raw\train\L_280.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000275.png,deeeafa803fb3468713bfe1f6dd056a5159c0a79c7a359a66ccead9ca5764898,d809319446302828c3e66f86b1e2653a1cdd02149898c607e0ebc0c16ca4c2a7,256,256,1,0;5,49409,0,0,0,0,16127,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000275
uiis_train_000276,train,276,data\uiis_raw\train\L_281.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000276.png,ea93a596d98e3fcf45427f5a5c0280cfc1ca08ad615535cf7c6b2473cb2692b6,30ee1e9cf31929b312414f9ee65a0470b7fda9eef68f2e8596b81f98075f7bf2,256,256,5,0;5;6,31955,0,0,0,0,30218,3363,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000276
uiis_train_000277,train,277,data\uiis_raw\train\L_283.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000277.png,52014c022995b59965f408e6e018f03136a4b05c10fd462bd105005a019e9c95,68a1948327bc412b155658e8e91ef8251cf334f69cf388ad12e37566e8e3f833,256,256,2,0;5;6,256,0,0,0,0,50981,14299,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000277
uiis_train_000278,train,278,data\uiis_raw\train\L_284.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000278.png,823db9ff36dcd7d9301ff3a353ce942aa4262c91853d21d094c30355401cc8cd,601f90e25014265e62163ecb4ae152f87cd2155e672a5422ae920c82c7ff3e73,256,256,3,0;5;6,15219,0,0,0,0,44030,6287,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000278
uiis_train_000282,train,282,data\uiis_raw\train\L_291.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000282.png,5cd70671e7b2bca9bf6748e18e9b94b9396f95669ba51fa6ee2a4ad70f7c811c,a812f71f4a91170aa16adb862c017dfb4d3f05aab9b3acf082d2559a339741b9,256,256,1,0;5,23107,0,0,0,0,42429,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000282
uiis_train_000284,train,284,data\uiis_raw\train\L_294.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000284.png,84a587135f2743a0901e434016952ac71f221ece37c4badcb38d356ae4c154fc,771a16ddabee95c78b1505e7f9412b1dd3ad43c2694ece31ae8e06b90f02f0ac,256,256,1,0;5,18228,0,0,0,0,47308,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000284
uiis_train_000311,train,311,data\uiis_raw\train\L_328.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000311.png,c783a972f57880bcc4cf77f31653efd0d598dce4e5641750ff86399a52726f50,36f3400d55863f33979aa6df3d5bf29d646d4ebad2bc6d7fb8c568d510484f99,320,240,2,0;5;6,73508,0,0,0,0,2232,1060,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000311
uiis_train_000318,train,318,data\uiis_raw\train\L_334.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000318.png,d30315f2faba9c393683528d8ca590b272aab8198e99b62a11c33435c10c05bf,f5d0d61fcb247dfc624fa2888f45c9825c18863f307013729453feca85a6555c,256,256,2,0;3;6,37526,0,0,12704,0,0,15306,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000318
uiis_train_000323,train,323,data\uiis_raw\train\L_339.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000323.png,279ae9d2773e355b30844855539ae4e2d6687a5906448042b310eca405e352d2,bc888132c3609a13bc0cbc1e69dd2c5db926b6b96a9811f126283b4d3618d1c4,256,256,2,0;5;6,2670,0,0,0,0,19303,43563,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000323
uiis_train_000339,train,339,data\uiis_raw\train\L_356.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000339.png,51bfb19f08ab799168a05b81986e85c652299f5cd6e7cbae586178e8e7760931,1977726bc676273864e1874c2582f51aaf1776c876e92e5dc82c576a5ffacf47,256,256,1,0;5,32921,0,0,0,0,32615,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000339
uiis_train_000343,train,343,data\uiis_raw\train\L_360.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000343.png,c888c063422900f90a27289f297607354d080a67488823dff3433853f5fbd016,363484464807be0390a1fab77215a8a1438c564e751d50e65c829bd25bd32dc9,320,240,2,0;5,55966,0,0,0,0,20834,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000343
uiis_train_000350,train,350,data\uiis_raw\train\L_369.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000350.png,3998ff37a4b2d7c3fbdee22a13374a0225b2a44383c1c65b13d7a92a53e440e0,b46160b5ec31a9a2f10d5300f0ce3abf30f8a277c2c2fc3b9c4bd6600097d741,256,256,12,0;5;6,45619,0,0,0,0,18586,1331,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000350
uiis_train_000351,train,351,data\uiis_raw\train\L_371.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000351.png,8b900205784be28e15eaf40f2654adbc8bfbb5346795951daa05e63f5c63ba25,a670d88319825147ce6df15090368788f76b7c99c79e02d9707638389458a42a,256,256,1,0;5,5592,0,0,0,0,59944,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000351
uiis_train_000386,train,386,data\uiis_raw\train\L_410.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000386.png,3c1f37e4908c2b07e1f7c48a61a015587e32713c652cf79402e7cd5676cc3ee0,c5e1b3fa3799054511ff0d5dcaa7948f339a92bcf5d1ca433b4e795e3b301a0e,256,256,3,0;6;7,10269,0,0,0,0,0,11776,43491,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000386
uiis_train_000395,train,395,data\uiis_raw\train\L_420.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000395.png,00f2cdaaa501ff1e907dd9848b59d13ff8ade75382425f97751b464ee4e7585e,b63f5a2ddbe3ef383df87f74e3c90651aabc27affa6821ac6e49927187ae2081,256,256,2,0;5;6,1339,0,0,0,0,63197,1000,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000395
uiis_train_000400,train,400,data\uiis_raw\train\L_425.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000400.png,cc15c1939a299778eddf883f1aad437925d4a06ecc721ff611d44f972fe207bc,e5c61de384fd13a91f4c1c2b87ded4adbd66467e93d61cd159b23e5626fdc81c,320,240,2,0;5;6,681,0,0,0,0,73442,2677,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000400
uiis_train_000408,train,408,data\uiis_raw\train\L_434.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000408.png,9d85195295f3fede71aa4449708dea723acaf95f7b264a34c8fd1cd254447337,c8c8497263000cdfe2d3ee124528a0b2292d6028c0ba5172a8c9f8b0a78c4030,256,256,1,0;5,61815,0,0,0,0,3721,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000408
uiis_train_000412,train,412,data\uiis_raw\train\L_438.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000412.png,55290e8c82e4af15c695038f653074630cf42fd0b0aa44046ff1b677236e7cc3,f96c1c4028f260d3e6ac3f1bd48aa972d612996dec97e0e0ed91288e487a4e65,320,240,4,0;5;6,66871,0,0,0,0,2616,7313,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000412
uiis_train_000415,train,415,data\uiis_raw\train\L_441.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000415.png,565dc904a1f381a222f8cb4c1e434506dd67484195adc6c864002364896ab8bc,50918f6ab029abe935401a037cc84b7e63a060e5fb82f24b81d70ce7d24c0e02,256,256,3,0;5;7,28982,0,0,0,0,17177,0,19377,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000415
uiis_train_000421,train,421,data\uiis_raw\train\L_448.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000421.png,b027103f5ad9e22286a55d5da889c72a155725fa4d1ced0c294daca52741aae7,97a200253a737391e361b04100634719a2aafc819c23aa5585d8a78979e760d4,256,256,1,0;5,31923,0,0,0,0,33613,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000421
uiis_train_000428,train,428,data\uiis_raw\train\L_457.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000428.png,25aca8111ca7b41b0e681c14a3fbf9ef908c33a5eec995fa0928b6614e1440c6,d003697a6bb8abf271cc68214def1b732037c0a70dd21cb427d9da66bd85d214,256,256,1,0;5,57677,0,0,0,0,7859,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000428
uiis_train_000430,train,430,data\uiis_raw\train\L_46.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000430.png,4d5ffa32cc6da9367963f9492eea53271bc8c73d0c3822dddce13fa7f2334a30,98dec184374f65f3349fa05301d8d518a0a378d66ead29e45dde853c6107e908,256,256,1,0;6,18892,0,0,0,0,0,46644,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000430
uiis_train_000441,train,441,data\uiis_raw\train\L_47.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000441.png,14ec06d20eaae4eb954049ae18750e7f56bcad09e7de86ee4ea5bff952d5a7f0,fd09f2eb0d1874784b4199bd1ae2e27cd8954139a1ba736e938bcdcecf81f3f7,320,240,1,0;6,75459,0,0,0,0,0,1341,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000225
uiis_train_000442,train,442,data\uiis_raw\train\L_470.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000442.png,fb618b556def53f7e9b0507809c8c75dab11aef0ea48c3abd5a265ae7a1cda07,8bbd510555413a2f4b73b8ea16556d50bc9de6f7aed3f0ccce29262867156364,256,256,2,0;5,45174,0,0,0,0,20362,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000442
uiis_train_000444,train,444,data\uiis_raw\train\L_472.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000444.png,d1067561dcd15e149428e9adeb3ae75f9578f8ce9025d91ba9811bea6d04b27b,2651f18f8a296eb60992ffcdde82dd7e987fa7429e7361614bd34eed9a295658,320,240,5,0;2;5;6,66581,0,1699,0,0,6471,2049,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000444
uiis_train_000455,train,455,data\uiis_raw\train\L_484.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000455.png,644a89d62e9a53df5893a7f315c2225f390a0e480fe71530ad5dcc0c0a736632,104a6381fe0f89c7853a2893f719480fc958b3f79f03ebf3117559d5d025a969,256,256,2,0;5;6,49403,0,0,0,0,13151,2982,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000455
uiis_train_000457,train,457,data\uiis_raw\train\L_486.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000457.png,4b4d98957a465f9e89929baec7f2a44cfa9f29c64233ac286930a679d7adef2e,ad45ba3a9122b1bd792367fa3686ea04ea363a0df90a8dc04536324a9f9d4b1a,256,256,5,0;5;6,31687,0,0,0,0,31577,2272,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000457
