sample_id,source_partition,source_image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,annotation_count,present_classes,pixels_class_0,pixels_class_1,pixels_class_2,pixels_class_3,pixels_class_4,pixels_class_5,pixels_class_6,pixels_class_7,admission_status,admission_reason,scene_group_id
uiis_train_000202,train,202,data\uiis_raw\train\L_177.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000202.png,b3d4ca5f4f18b0f1869a3e0a04188d7aeba6c16a3aa09e570a40d18c4d2f0c7f,706dffbbcb4d2fd6d53eebf07d572d20a6bb5e1c22166905139e78a80a61a35b,256,256,1,0;6,54663,0,0,0,0,0,10873,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000202
uiis_train_000212,train,212,data\uiis_raw\train\L_19.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000212.png,870c61aadbdb79d05f293020a9356350dbba863105c25c4db605e1eb46d09084,87127975b1a3673b0a4b31b3e6e9681f9b83e24dafe620141d98983a80175f51,320,240,6,0;2;5;6;7,56652,0,1710,0,0,16817,541,1080,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000212
uiis_train_000244,train,244,data\uiis_raw\train\L_232.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000244.png,54ed5a08dd828edc5434024f79771ec3f9098010d3055b034d0e45c8c56eccdd,cfb903b48c1d59a2f56e1b71fa34bc4bf2dc1ea39faace91479c6b22a7b32db0,256,256,1,0;2,24353,0,41183,0,0,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000244
uiis_train_000256,train,256,data\uiis_raw\train\L_252.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000256.png,021162cee99b488d1cccd6540ffa72bf5d91a31faff990378288c4f12cb3cbb7,97b902466efb09a0056df18b23e1225d15a422c329071b7b806a678093c18ffb,256,256,1,0;5,31957,0,0,0,0,33579,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000256
uiis_train_000258,train,258,data\uiis_raw\train\L_255.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000258.png,91420bae6a0969599251ae8ff122fb6610983a135d68d6cecdd550faf873b980,246d27e31a7836f1a9a610319aed68fbe78977b8f62db76f07700788ff2a88b5,256,256,1,0;6,54609,0,0,0,0,0,10927,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000258
uiis_train_000268,train,268,data\uiis_raw\train\L_270.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000268.png,b13088b219ff96c3e616562f46ef4cc2190f40f98c594b26abb5954002c46552,ae2129a95ab0bce0f300abe0fc2e6d780370f3db562a97fce109adc1e059ccae,320,240,2,0;5;6,63199,0,0,0,0,13463,138,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000268
uiis_train_000279,train,279,data\uiis_raw\train\L_288.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000279.png,12eec769df1bd9fbc39496ba7d6a79620d0bc9159987e49611376b18302b030e,6e7b630c3f28b270d1dfc6ad4db9b4f6afd54e10c25887898fe8a8f6af07c358,320,240,1,0;5,28097,0,0,0,0,48703,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000001
uiis_train_000285,train,285,data\uiis_raw\train\L_297.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000285.png,8aa7d3b47478c0fc7234ff1436d20aa4a0f08fc3e7663f16a7db5fe1fbac1276,8c10f5c43675956d485a513cd307f70149dfbabe81729597db97a6de021891f8,320,240,4,0;5;6;7,32174,0,0,0,0,1437,265,42924,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000039
uiis_train_000302,train,302,data\uiis_raw\train\L_316.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000302.png,6d1c4c8238a5c495082fb0225d119137f93fa9264c8b428a75b12f72702ebb66,5fda588be8da32ce14606fdc361f3f098f62e6528a5d8eba155269bcf3661811,256,256,13,0;5,22955,0,0,0,0,42581,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000302
uiis_train_000304,train,304,data\uiis_raw\train\L_32.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000304.png,7d8f2a5b840e65384dd1f5bbc4cb8214d5eff55a4991951c271a50e7860704ba,91379541ff7d65db1990cc1ccd4fdffc689d3099d84aa92f47b3aeae67c414ff,256,256,3,0;5;6,2378,0,0,0,0,62758,400,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000304
uiis_train_000310,train,310,data\uiis_raw\train\L_327.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000310.png,e161f1a52d3e19751d7875cea0de0289e1c85bf404beb3eb7b37b9be1b5f4b66,126d8ed44d61a4ba8cd4829cce982a424e973f293ac3131819c91bd86f31bc9a,256,256,14,0;5;6,40933,0,0,0,0,22000,2603,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000310
uiis_train_000313,train,313,data\uiis_raw\train\L_33.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000313.png,ca0a3e8334ca8338221a84058d468a5c8627922e728099c768be57b096da70a7,fe00f180da5a1ede8420049587f40f0e07bb0f199a6191d33bc95c0dcb4e3252,500,375,2,0;5;6,24281,0,0,0,0,162388,831,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000313
uiis_train_000320,train,320,data\uiis_raw\train\L_336.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000320.png,a0f81abda564b8384dd2ed93868c5d228bfea21a0293ac484465d5eba03cf3e0,a34cc1eb3cddbc1595a77db63d4c7f7aef569fb70c5319d6671458fd081c20f8,256,256,2,0;5;6,53684,0,0,0,0,5887,5965,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000320
uiis_train_000333,train,333,data\uiis_raw\train\L_349.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000333.png,a6869bbf99da7bc74cade6e00d430f81189f6cfdfd1050c913b56488a864e9d4,c545a21628c7008384b10061f76eaf170f1cc3a376e73154d38f1c0574d658a6,256,256,3,0;2;5,19110,0,16630,0,0,29796,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000333
uiis_train_000340,train,340,data\uiis_raw\train\L_357.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000340.png,8eae52dfc63770e45a9bb1a613275e161bf1ed4d49d65d7683feb506348797f8,1f51153e66f4c4f15ce186563687ba24431f865f03fc5a09a402ba5fc3517ea8,256,256,38,0;5,19741,0,0,0,0,45795,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000340
uiis_train_000345,train,345,data\uiis_raw\train\L_364.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000345.png,d58b68382d99ab1d1ccef1b17e216bfc3f7e0951af65744b0da3f24d18a1ddd2,7f5128ad81fad363ed9db08d401748049cb979de719da3a208af4e95af4da74a,256,256,7,0;1;3;4,40506,9740,0,15115,175,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000345
uiis_train_000346,train,346,data\uiis_raw\train\L_365.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000346.png,a2ad3f5a64028df37a4ce515fc7729a48d56332d1b287a82549be209b3a4e8f1,8362c00d73f2efc5517795fa9b7b165d0c20e45add13f4151a1345c27af4361c,256,256,9,0;2;5;6,16633,0,22072,0,0,26612,219,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000346
uiis_train_000354,train,354,data\uiis_raw\train\L_374.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000354.png,413532453ac1bdf9b618766b5f29168e13801bea89786207517be959000f8a68,e1fae1572fb1ac8483849735ab24a01ce5c6feca17e00cd46e5c76de8310f91e,320,240,5,0;5;6,49317,0,0,0,0,23017,4466,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000354
uiis_train_000357,train,357,data\uiis_raw\train\L_378.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000357.png,43e5038e25ffba9e8813c1bd7e5f349b40201a0fb6ca1d48b01185b4d6f3748a,328de6e99e1bdca0bf3980377b0f29db32540e9e962b6f2dffbbfc9ffa0afc44,256,256,3,0;5;7,27699,0,0,0,0,24674,0,13163,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000357
uiis_train_000359,train,359,data\uiis_raw\train\L_38.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000359.png,e9da23fb2f8f04ecd815d2080f64a67acbd99b97eed16aa35402dd947eee9e82,0be9226d6c4f8b3e04581cd2675d65c67300f373bbaa91d22070db886965ac18,256,256,3,0;5,43974,0,0,0,0,21562,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000359
uiis_train_000362,train,362,data\uiis_raw\train\L_385.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000362.png,205e668c18b6cd362b8fa6fc1055251205fd04c4c56b3fb5b9cc0732d83208b1,fb8191e0179d213550b851f71dfbe69e755995773da5d618d60532982112029d,256,256,3,0;5;6,39968,0,0,0,0,18763,6805,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000362
uiis_train_000369,train,369,data\uiis_raw\train\L_393.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000369.png,3fcae6f74ca1059308a431d3c7b4a342f633698c85ca25b0c8449175f750360c,e1fae1572fb1ac8483849735ab24a01ce5c6feca17e00cd46e5c76de8310f91e,320,240,5,0;5;6,49317,0,0,0,0,23017,4466,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000354
uiis_train_000377,train,377,data\uiis_raw\train\L_400.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000377.png,3ac2e9e8caabe649a8873737f719fc9264a8b076218b0fbfaac149bad5472a29,04569f149cb322cd6e7325a24502660bdc2f7167bc51217d78a305c720449d3f,256,256,4,0;5;6,38719,0,0,0,0,22223,4594,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000377
uiis_train_000379,train,379,data\uiis_raw\train\L_402.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000379.png,69080a28ab7e8cde9946c31f90e933b38939507a865007041934fba716145f5e,0391bbde6a819c90377332facac0f461f8aff2353cab3581ea358939488649ef,256,256,3,0;5;7,18761,0,0,0,0,35694,0,11081,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000379
uiis_train_000382,train,382,data\uiis_raw\train\L_405.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000382.png,56ca72318653637894681a0be825d45ac72d192e552a4d0b7d50d34c07c5e8f3,9e887774c613d80db99ced1c6c3b7b4fc35bda5e73223859003bbc85bf14953e,256,256,5,0;5;6,8095,0,0,0,0,47707,9734,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000382
uiis_train_000384,train,384,data\uiis_raw\train\L_408.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000384.png,39b80b8fdf7763c5908af12c4cb26bb75f752235782d03280feaed7f89ef0ddd,ab42c26790de54b524728939105db5f244e00616dab608ab54019f26831b5825,320,240,3,0;5,52207,0,0,0,0,24593,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000384
uiis_train_000396,train,396,data\uiis_raw\train\L_421.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000396.png,08a03de2572d5274a99590101e1e03aebb7c115e368cfa262cff0d56cbccc464,a4cbf179606050b9050848e0179b2459b91fddf6d86b5911dbe703d4a245d343,256,256,2,0;5,37837,0,0,0,0,27699,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000396
uiis_train_000401,train,401,data\uiis_raw\train\L_427.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000401.png,d49f9346aaa2eb99c3c6b7236f944f33c181b3b7e4bd72c32607c66501859515,2c881f923c32f2867b23ed23748b17450e853d1b7bcdbb7343ea28b615e5e54d,256,256,4,0;5,44769,0,0,0,0,20767,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000401
uiis_train_000402,train,402,data\uiis_raw\train\L_428.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000402.png,176a3212a257b4ded34cfcddcbbae65caceb6fa97318c556187d800d4db8c610,851013b406f10a8f93515d2a5c3d85aa1901ee888836b2988abc3f42367decaa,256,256,9,0;5,43480,0,0,0,0,22056,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000402
uiis_train_000435,train,435,data\uiis_raw\train\L_464.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000435.png,d93dd9887cf72ce1cbde88ed05144748f89f0a334848b90253385627147a7a53,3781f6f3feee83fe75dd1eaa2622e31216247e06b0fbc03a100b35f95e740685,320,240,2,0;5,14128,0,0,0,0,62672,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000435
uiis_train_000438,train,438,data\uiis_raw\train\L_467.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000438.png,2c158bf3f88f69e68d24ae696fd8b16d193b93d336deb7fdea43610a80a23c1b,77afda3e78fc78da3efcb2647ec5cfdefac7f8637f498397f45f214a5471de2a,256,256,4,0;2;5,27804,0,5907,0,0,31825,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000438
uiis_train_000439,train,439,data\uiis_raw\train\L_468.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000439.png,bed45daa7bc9763e5f919eb15655d02dc655ce5e174cfb81385bc28954774cf6,48829c3fdf93e4fbb741b157ec887f3bfcbcbda7763ca870a627528f4d68d3ee,256,256,4,0;5;6,31803,0,0,0,0,33075,658,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000439
uiis_train_000447,train,447,data\uiis_raw\train\L_475.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000447.png,7f59c1d66402854cd7cc762a96dc1bbf6da0b7f6d4d9e812d22341cfcc78be77,2b92d849ced2cb97b2fcd2b7014570b9331400c9176a322d263a6a7ec6281f3e,256,256,4,0;5;6,2637,0,0,0,0,59576,3323,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000447
