sample_id,source_partition,source_image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,annotation_count,present_classes,pixels_class_0,pixels_class_1,pixels_class_2,pixels_class_3,pixels_class_4,pixels_class_5,pixels_class_6,pixels_class_7
uiis_train_000012,train,12,data\uiis_raw\train\L_1010.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000012.png,cbdbc521242c67dd65e6886f8a03a3fa2ba7d82a103d68fdccd631941bd4a63f,eea27767d8f8d84f86696655d13ccb278588ff80095299ce67cd915e9e25d7f7,256,256,12,0;5;6,30456,0,0,0,0,34955,125,0
uiis_train_000013,train,13,data\uiis_raw\train\L_1011.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000013.png,f7e7e685af518593da5359b2bc5b1d34b8d6c7037e7822dc9d9b198fa48e625c,d4a7d2e640ccb43492a801f73b2016a9ef321685a7e9b404268f49cb337da4e1,256,256,4,0;2;5,25815,0,33869,0,0,5852,0,0
uiis_train_000014,train,14,data\uiis_raw\train\L_1012.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000014.png,1e4b25407b353e002cf03e362ac9d81717c72228d70e4a612077194706209f31,1ab32eacaeb88214c6443fb30dc6b4f2e7c2d69b7412d8f30b6c0dc97e0de79d,256,256,3,0;5;6,29551,0,0,0,0,31567,4418,0
uiis_train_000015,train,15,data\uiis_raw\train\L_1013.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000015.png,d312d6713e2f66ddcebc06f702ab2fbc1619dc748138e23613fc55c79b45a13d,8098a2f6c81668ff86e2d9e6f139abd7b38aed950679b26b452c25d5c3ea5a05,256,256,3,0;5;6,16236,0,0,0,0,42579,6721,0
uiis_train_000016,train,16,data\uiis_raw\train\L_1014.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000016.png,ecab35a27c1aed94e74c561605a8e87b8a9d2d3ecb4bf8357419008a4d166ad0,5e1c40dac017660c5a27226c6a7b2387404cbd918c92164c70037915cb3ea872,256,256,1,0;5,32322,0,0,0,0,33214,0,0
uiis_train_000017,train,17,data\uiis_raw\train\L_1015.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000017.png,147845b34cff332a9621b9c1f423f0c9c2bb5ac2fd64c6c4fe213b8cb3c8e213,56b8e217581c28a45d9253e1d93bdbd819e6736545aeb98181a7858a27a1a122,256,256,4,0;5;6,45424,0,0,0,0,7479,12633,0
uiis_train_000018,train,18,data\uiis_raw\train\L_1016.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000018.png,3d50f1ae4f6e20544cff85f21ca9caf43ba794f10ec3a953488a33b796f7a025,868054a77a38b1bb666ad937c493023a132cd5c51ea95091c56a4f83794b3708,256,256,2,0;5;6,18380,0,0,0,0,46671,485,0
uiis_train_000019,train,19,data\uiis_raw\train\L_1017.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000019.png,1db8d9411c5e79d7de39e13033b1b1b2b18db8c71a29a18c4040cf1bafcaba0a,47bd453f6251b17f3253e420a9259fc6fec19214b4e1fe98910ccbaaf434a7c5,320,240,1,0;5,69532,0,0,0,0,7268,0,0
uiis_train_000020,train,20,data\uiis_raw\train\L_1018.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000020.png,320df7dc48c27b2e19e0fb5a7476b8886c183fdcbf96d95a791009fbab5b05df,c401e0bc8ec09165eace500d59b77b22f73121c81825827f7b89676bd10ca173,256,256,2,0;5;6,8216,0,0,0,0,53256,4064,0
uiis_train_000021,train,21,data\uiis_raw\train\L_1019.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000021.png,f74d01bc3d50237f35ffc131b71218b36fb123473b95998abe27f45946a31ee0,809647f2cf21e877379d7b0ddfda6eb8532a0454f09a602d0f34df12d6f3f6ec,320,240,1,0;5,869,0,0,0,0,75931,0,0
uiis_train_000022,train,22,data\uiis_raw\train\L_1020.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000022.png,bc0469a41a5afafe4e6d8747fdfa8500268aa45a111a1e87a6866e3648fc8734,8ca4a2870bcbab511e17bae48b8f08e9d07f4b42be7b9d6b1d9ada0aa3e6a835,320,240,3,0;5;6,20934,0,0,0,0,55410,456,0
uiis_train_000023,train,23,data\uiis_raw\train\L_1021.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000023.png,c80acb8bdf4cbeac0816117d10f34ad921d91bc50ac00e7288b09835d48a022b,ca3064dd1305b81daeed6705879c56709108c9b1fd2909d6f2d3f95b54a58855,500,298,3,0;5;6,24704,0,0,0,0,96506,27790,0
uiis_train_000024,train,24,data\uiis_raw\train\L_1022.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000024.png,f9a74d82120ce31b1453c213ea43eed39b1e2b7d9726b420d9edc7b488596a83,46c0511e0c593da2f3ea51c3a2455e1288e4b494ec04f3351c9193eb8d657e24,256,256,2,0;5,20226,0,0,0,0,45310,0,0
uiis_train_000025,train,25,data\uiis_raw\train\L_1023.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000025.png,b5d7f2d5bd02eed46b06bebb2b81a4bde18d64f35fcb9fbd59808f7cbc2d78f3,22d93d8768123fbe79794aded6eb8d914be03c8fee65495a76ba5802bb2147a2,320,240,2,0;5;6,47703,0,0,0,0,5162,23935,0
uiis_train_000026,train,26,data\uiis_raw\train\L_1024.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000026.png,e229575c430cd4c087318e9f9e17bd9119b9d6a0a181ed96ea7b7815f746f4cb,2a09f9ae63093d0ff86af5e3a0de907349030fe3236d864b60134d32c5359f32,320,240,1,0;6,67593,0,0,0,0,0,9207,0
uiis_train_000027,train,27,data\uiis_raw\train\L_1026.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000027.png,9df452bb62ab17849d62f6e47363cfe109380a145b038257136186c369a2dd2d,73319a17604dc60c6495f7c2478a804c415999d4a2edadecec98849751d34a39,256,256,2,0;5;6,27159,0,0,0,0,34618,3759,0
uiis_train_000028,train,28,data\uiis_raw\train\L_1027.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000028.png,d23e8fd376a393e425f028a9f88804cf7069ff0370a646ed15f729a5701323c7,4c7566605850341a67fe930a37bf0e239b924259e5985139a00c6e93b59b1fcb,320,240,5,0;5;6,34461,0,0,0,0,41970,369,0
uiis_train_000029,train,29,data\uiis_raw\train\L_1028.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000029.png,ec7b6680ebcad1cb4b45d5614dcfcfc9f5938e307192991bdc673cf95d0e7047,8a0493671df36d1cac41e3956b95c2795125f382cfb883f6f4e99263bfa239f1,256,256,2,0;5;6,14694,0,0,0,0,45348,5494,0
uiis_train_000030,train,30,data\uiis_raw\train\L_103.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000030.png,9d2f955fec18a74ce1f5669384371ad382b7289d490a4a9eea781ac3530bb69f,322d063da0c672d055e3907c96e006ae93181e0f8bec0295b6685a6f891e819b,320,240,1,0;5,60644,0,0,0,0,16156,0,0
uiis_train_000031,train,31,data\uiis_raw\train\L_1030.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000031.png,b17af57311b865c16dc70ec0253672d5f5c889c0f7b31d3760bcd828c32ae83e,c8bd46d2a58ec1a72867f613905713dad27b80ed0f52509a54eb8bd41f082475,256,256,2,0;5;7,56178,0,0,0,0,7710,0,1648
uiis_train_000032,train,32,data\uiis_raw\train\L_1031.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000032.png,63b2bda40d25a58ec0c73191158a54d0c097f987669b0c39fbd8e7939b58cb15,fbaa6e9df8c04fa01cbee088d3388c686c1cbcea90ad6c486ffcffce8091db8c,256,256,4,0;2;5,44781,0,12507,0,0,8248,0,0
uiis_train_000033,train,33,data\uiis_raw\train\L_1033.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000033.png,ecbede334700ff432f599ae38f6103f6be502548f9c96061ed6419f01f25d092,40ff38dfc693944cfa2b01357e3402c968433a2950f3551757394a9dbc96aeaa,256,256,5,0;5;6,26648,0,0,0,0,38704,184,0
uiis_train_000034,train,34,data\uiis_raw\train\L_1034.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000034.png,1439b2ac657bc1857ff5b8e84485bf2bed4f845b237ffd9c5d74d3f2c8efa685,b90fd9f0f67a43eb8e2a928b179f86c2153e1917f1f33aece67c5336e437d9df,320,240,1,0;5,70931,0,0,0,0,5869,0,0
uiis_train_000035,train,35,data\uiis_raw\train\L_1035.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000035.png,a98bddee9407fe99204691814dbb4050db3a4496b27ee4fd6052287b60dc0f20,a1ce138fac86fc7cf2bc11363627a413fca2e3eb922a2b113d2d2219d15a0566,320,240,1,0;5,883,0,0,0,0,75917,0,0
uiis_train_000036,train,36,data\uiis_raw\train\L_1036.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000036.png,b2daa2879bc058d2f6ad759e4bfba1ded13f9c4567ad0233e9858787e7e4e40c,8dcc40daac97a490924ffbc1664f9b07aa62bd4b355b667435c59779451a2be1,256,256,1,0;5,24153,0,0,0,0,41383,0,0
uiis_train_000037,train,37,data\uiis_raw\train\L_1037.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000037.png,cc520b78e6e54c3fb8202fffd0123260507d898effd489d81f41dfd946d4bc91,24588825c2576fbd616dc2c12024e93e82299ffabe56f4bbb4a8ec3539af48c1,256,256,1,0;6,48477,0,0,0,0,0,17059,0
uiis_train_000038,train,38,data\uiis_raw\train\L_1038.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000038.png,9893e32297457de6f65ab35895e4aecde8425a041eae3a65995a2543669e5d3b,3ed74120957930d42b250148a5f6d88187a51301f5c1046948a1abe270d0a4d8,320,240,4,0;5,33051,0,0,0,0,43749,0,0
uiis_train_000039,train,39,data\uiis_raw\train\L_1039.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000039.png,39596e24582d3c708a7ea3645347a3a3a4320b92000a8e21a4ddff1fa8e7d5a6,6543c7f8f5d8378416f801cc5fdf92aea02dae364d5ed501fa8b5937e72cb61f,320,240,4,0;5;6;7,31793,0,0,0,0,1491,243,43273
uiis_train_000040,train,40,data\uiis_raw\train\L_104.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000040.png,3bdcb854899ea43570ac346367a4234089f9c97157405ce89e20175ad426fc86,bfd34ad4931d9b7aa40bc5c84d54a6e7078e183d1bfe9e9b1f7d2cd86ce01498,256,256,2,0;5;6,34775,0,0,0,0,29378,1383,0
uiis_train_000041,train,41,data\uiis_raw\train\L_1040.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000041.png,5ab33be467b24a5f8313ea3ee822be755c3d605b1a7d10162ea1b7780f30072b,37cf344b1e5bff905c9d645d49b853f7f1477186e52ebd5f0861e6c0dd61afc6,256,256,2,0;2;5,42354,0,1687,0,0,21495,0,0
uiis_train_000042,train,42,data\uiis_raw\train\L_1041.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000042.png,e0c9d40db6ac784b28c0f0720617c108b98495a6c86b4ee92643bc707141f096,85365bedba2c542aae6ccf9213f57dcf0fbb25d40b655a2f043937a2e56a9e9f,320,240,4,0;5;6;7,35202,0,0,0,0,14240,8979,18379
uiis_train_000043,train,43,data\uiis_raw\train\L_1043.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000043.png,e0dfec0a94597069922e977b3c55af51f70bba0ad31b46986de70afe4db3acbf,cb60c9cc7ff0eb24b0e879381ecb0a03636ceb3e3f8788f64c673effdef5365d,256,256,6,0;5;7,34372,0,0,0,0,30453,0,711
uiis_train_000044,train,44,data\uiis_raw\train\L_1044.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000044.png,b84ce162497d273063068baaf3a835b3972f4d1cac3e15b48b595cfaf7813392,d91a222601d9ffa467230ca92494522f9d024fdc3cf76cfa2b182738e26805a6,256,256,1,0;5,29411,0,0,0,0,36125,0,0
uiis_train_000045,train,45,data\uiis_raw\train\L_1045.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000045.png,ef17fe09cb36fc677a57d6b07b7bc76aa00edfab5269fa402ae90e8fccdf2bb8,e7bd98d195f0d72618f4c8d0ad32b30cab051b377cd4c5483743dec156bcc837,256,256,5,0;5;6,37979,0,0,0,0,25652,1905,0
uiis_train_000046,train,46,data\uiis_raw\train\L_1047.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000046.png,4376a7ab70c4e96518a3864e6ba9d14145a3d32f6a40b6030c5747027740164c,dfe028480139b20859dad32413c015b694f8837a5745b0087c846c658eaf7e03,256,256,15,0;5;6,40495,0,0,0,0,20997,4044,0
uiis_train_000047,train,47,data\uiis_raw\train\L_1048.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000047.png,6cab00e0b3d5baaabb58cabe830c3111f7ab4d75865fe2eb68e9d53d74a2d0ee,285b24ec1af10684d203c3153f1a975302d5cedc3bdc6bbf983dc841ee726017,320,240,1,0;6,46782,0,0,0,0,0,30018,0
uiis_train_000048,train,48,data\uiis_raw\train\L_1049.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000048.png,ab5168010d35560cc41ad2cead9ca0baeb9e4024283018a49c952cd37c406511,80312b1f449934940b7e1fef532d9d8b75ef30b2fafc1fa159352e1a5a0f519d,320,240,1,0;6,68326,0,0,0,0,0,8474,0
uiis_train_000049,train,49,data\uiis_raw\train\L_105.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000049.png,b8947e61392a36be3276acf1ba50bf8d8f1b561f3619aa42dc185a2f2b20b740,ba91f803d582b4b3beb8222507525489f6b65a053a878d15da0bd40a9008457e,256,256,3,0;5;6,3850,0,0,0,0,59453,2233,0
uiis_train_000050,train,50,data\uiis_raw\train\L_1051.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000050.png,25a754fd9b91dff21a1ed60e02ba65e3a9c9bf2c15ee6ec9411f59c588cf5dfd,28a9137f14b70a4f0c5ca3530e198c4df43dd81154f625db21e1a8155974ef7a,320,240,1,0;5,45361,0,0,0,0,31439,0,0
uiis_train_000051,train,51,data\uiis_raw\train\L_1052.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000051.png,90123bf2f9776a038f138675e83bd399ee31bff537ffa7c214ab45fac8d2b4f0,2149279cbb57da40d751157b7f3840616d38cc6bf96abf19ea1f33cd772f6205,256,256,1,0;5,19668,0,0,0,0,45868,0,0
uiis_train_000052,train,52,data\uiis_raw\train\L_1053.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000052.png,2574fdd4391df09722b223d6160c480fc77cfec5890ade91ca5a9a4b989321f0,9e36b9b0c5adfe3cf8fbb3a08dc35138dd06396a5342d2dec8ca70a3e1888b56,256,256,1,0;5,11252,0,0,0,0,54284,0,0
uiis_train_000053,train,53,data\uiis_raw\train\L_1054.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000053.png,f4b70f43c3f270e8db889f8444759f2e8e2f757447c2be4a325e4d1b14f99565,cb36e31ba684cc1a058bee934623ad2844784f2d5595c18f752e5c899374cdbf,320,240,4,0;5,58252,0,0,0,0,18548,0,0
uiis_train_000054,train,54,data\uiis_raw\train\L_1055.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000054.png,27dcaa18b63254ce9bd1090d88af7a7c2c0a51fb1de064e4a6f0be2b58ddf676,c7c35d6c46ca5c6c589a75b3f9d441e426099c4774e9c36ddd45a92521319f16,256,256,1,0;6,59147,0,0,0,0,0,6389,0
uiis_train_000055,train,55,data\uiis_raw\train\L_1057.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000055.png,78d21f0b755ffe133551808fd275cae9aa37a3e343b513e49320ab46d9bd6c37,f4a1d194372f48a3a7a3649f282af9e2d82ca0ebfaf6d411cd284e7afd0140e1,256,256,4,0;5,44549,0,0,0,0,20987,0,0
uiis_train_000056,train,56,data\uiis_raw\train\L_1058.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000056.png,5fd20e5e2bbe12801de19d25addc7c198a715880a6d7688d328e3df16be4bbbd,bd9bf2c630783bbd5eeb182edbbc2c98db3ca2ba30e87fff978b0dfc88d75897,256,256,6,0;5,26694,0,0,0,0,38842,0,0
uiis_train_000057,train,57,data\uiis_raw\train\L_1059.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000057.png,d375cd2936ba09d2d812af7a79f7a4c4616bc44f2b0ba4fd247b4021694590a1,a988c0493b86a429a1dce9d5d6e1e7037a1c6a6014f3ddfcfcc2ba6434744488,256,256,3,0;5,36770,0,0,0,0,28766,0,0
uiis_train_000058,train,58,data\uiis_raw\train\L_106.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000058.png,3977e398733c407ff0c0e3c856b34481a870a20e386aed413eeb58539bad8c88,499f37d0c7fc7a33bb68a67519ab0e7df44973a800ecf09969b73d6dc9fec538,320,240,3,0;5;6,74663,0,0,0,0,1373,764,0
uiis_train_000059,train,59,data\uiis_raw\train\L_1060.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000059.png,00d79d91f08829d0234d06629052566fc94fce2c6ba803473dc46a3d943141de,3a90489b211d74635074fcf34bce3efe96066b122428cc2d5d854a949a103ad2,256,256,2,0;5;6,23547,0,0,0,0,22115,19874,0
uiis_train_000060,train,60,data\uiis_raw\train\L_1061.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000060.png,8856f2c1753bcd2bef6bf325d3687890d3a1791eca63c9ba4f4c282352c90792,4a7624a28b6653beaf41e764266a6991d8855fe154aa7ea218dfe1620ad80392,256,256,6,0;5,40523,0,0,0,0,25013,0,0
uiis_train_000061,train,61,data\uiis_raw\train\L_1062.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000061.png,57e9043ec74a0ad444ad1cd5e8aa3026eae565e8100627da83302e6721139475,66fd2e0473551cf9e82f692a3f1a8e61cfefab19d95983447432601bfe568dce,256,256,4,0;2;5;6,35539,0,3728,0,0,7379,18890,0
uiis_train_000062,train,62,data\uiis_raw\train\L_1064.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000062.png,8512cf63bc3c16164a5d4e0b3404105ec1ab0fe59587fc067002a73c824280f8,fee40cf3151fafa4301804534e98376cbcf3fbe4c6d9c34ac09770dcbf5fe51c,256,256,5,0;5;6,22751,0,0,0,0,42317,468,0
uiis_train_000063,train,63,data\uiis_raw\train\L_1065.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000063.png,25d81a41af095565555cc66973e36596a03d5e20a124702c044c6a9590f8af34,5702c48028fb9ec443202778c1e5873e1de91d3f1b9c633f316245ac40bae8d1,256,256,6,0;5;6,42147,0,0,0,0,21055,2334,0
uiis_train_000064,train,64,data\uiis_raw\train\L_1066.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000064.png,78c7d9006e3f939c4313fcfc3d8504122b56a010564579d86bd47cb2cc43c802,f171524fd762f9c2eee1626ab3623c7ac2973e8c5a548ef8c00b016ecdead479,320,240,1,0;6,73050,0,0,0,0,0,3750,0
uiis_train_000065,train,65,data\uiis_raw\train\L_1067.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000065.png,bd95993d3e169505da6c0ed0b8fd162180b4375927149c9894edc46490d099c0,74979487caf435db24eb150c01f61a77d799ccf5a493b6b4a2c5f71c9f367d8b,256,256,1,0;5,60361,0,0,0,0,5175,0,0
uiis_train_000066,train,66,data\uiis_raw\train\L_1068.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000066.png,589475faa5dd6123cc0de2e2ad15ea665a6fc20600ccaf014e7cd0b7a4844aa5,a87e3603aec0dbf373f5334817775ae467a315e5e43d434ea3a0c750eaef994b,320,240,15,0;5;6,50598,0,0,0,0,15397,10805,0
uiis_train_000067,train,67,data\uiis_raw\train\L_107.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000067.png,cb245af8a1fd8971edbdcf3ac4c1660555f9b3b176bd2d67e8db66a747406a27,b984b04731349b6263734ffe50ea36a35210f3607262d5a3a3a125dfad493472,320,240,3,0;5,43780,0,0,0,0,33020,0,0
uiis_train_000068,train,68,data\uiis_raw\train\L_1070.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000068.png,53e764635799515eb3bec8078ca4ec1c9fd849b6dc966f922c490f6863691135,931055f5f9377fa15c5cfb4ce24689cd6de9f7bc92e3326289e048e3c13fdc08,256,256,8,0;5,50258,0,0,0,0,15278,0,0
uiis_train_000069,train,69,data\uiis_raw\train\L_1071.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000069.png,026c1c90d27b0f1eee05822fea65494bd84751499f9b9351330336ab137ab07d,4bb00f6d6ebcdc7d2b5f2e5023644d0a1dc8a4435c9a3899e26289171a1d8a6e,256,256,2,0;5;6,25755,0,0,0,0,33939,5842,0
uiis_train_000070,train,70,data\uiis_raw\train\L_1072.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000070.png,bd7a3f82a5fd08bf7b5d05b974d3947ccac7db0362a6939aa30c0dfff9a3a475,db54db2917f57dfede716ab63407ea40d3d3c5c495b80b9f68f0056ce58e90d8,256,256,2,0;5;6,55634,0,0,0,0,3320,6582,0
uiis_train_000071,train,71,data\uiis_raw\train\L_1073.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000071.png,1276fa5d9a709e988f8e5f34b85e1b37e4c635ee2d3e7814186fbb256b11bf90,0999b5aaee08dc4836fa9bcfa8d0f0bc0ae671c2e847ce0832c1f9419b84d58e,256,256,2,0;5;6,44529,0,0,0,0,3883,17124,0
uiis_train_000072,train,72,data\uiis_raw\train\L_1074.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000072.png,c728949c66d8396dadde90778095926ae36b2d0a368ed6b6918edebf56b12bef,3b2bd587884a17306a4960409d7ca4535e6267db2af143b7948b0f935d8d2f4f,320,240,24,0;6,67403,0,0,0,0,0,9397,0
uiis_train_000073,train,73,data\uiis_raw\train\L_1076.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000073.png,6ac024c61e85a67ba41dbf6cd611df32a4e28ef1506b0cb8339a6cbeb3c5e891,26ea4670f68efd802f4bee3b85d58dc528a32b59fee359d2d15fe78bd50bbb8c,256,256,1,0;6,60663,0,0,0,0,0,4873,0
uiis_train_000074,train,74,data\uiis_raw\train\L_1077.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000074.png,b78fa0163cb7939aa27d3e2f4377e2bd448feda8b75810185a665247c6fb3c3a,f4c66fa6ee12235890ee514f1414795dda13f50b3159af7a3f67ad7c99d1c79f,320,240,7,0;5;6,36251,0,0,0,0,37803,2746,0
uiis_train_000075,train,75,data\uiis_raw\train\L_1078.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000075.png,996cda64299eeb3d072a3b1f1deb4831063801a71c69f68201cc232873b3c029,fc9744a303ca2dc624b7c0eb9543120384f71ebeb94b9686dab655a8cab4e6dc,256,256,4,0;5;7,10782,0,0,0,0,6406,0,48348
uiis_train_000076,train,76,data\uiis_raw\train\L_1080.jpg,data\uiis_processed\semantic_masks\train\uiis_train_000076.png,51ff03ed2f95f07c67febdf748c075a98924d46fdaeecc4c6408a45cb98d53bb,eed33906331c77a498f365e9bc0c56fdef240dc6845dfd51bb6fa4c0e4f03d59,256,256,4,0;2;5;6,15503,0,47311,0,0,1966,756,0
